model,dataset,mode,file,context_switch_effort,sloc_effort
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.12.0.csv_diffToPreviousRelease_calcite-1.13.0.csv,25,70.09360112
AG(F),IND-JLMIV+R-2020,original,calcite-1.13.0.csv_calcite-1.14.0.csv,2.52293578,24.52265687
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.13.0.csv_diffToPreviousRelease_calcite-1.14.0.csv,9.74025974,40.26352612
AG(F),IND-JLMIV+R-2020,original,calcite-1.14.0.csv_calcite-1.15.0.csv,3.032544379,27.30645576
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.14.0.csv_diffToPreviousRelease_calcite-1.15.0.csv,9.056603774,50.4593492
AG(F),IND-JLMIV+R-2020,original,calcite-1.15.0.csv_calcite-1.2.0.csv,1.353790614,16.76047025
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.15.0.csv_diffToPreviousRelease_calcite-1.2.0.csv,1.353790614,16.76047025
AG(F),IND-JLMIV+R-2020,original,calcite-1.2.0.csv_calcite-1.3.0.csv,11.03139013,35.23735272
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.2.0.csv_diffToPreviousRelease_calcite-1.3.0.csv,11.03139013,35.23735272
AG(F),IND-JLMIV+R-2020,original,calcite-1.3.0.csv_calcite-1.4.0.csv,6.033717835,32.47012416
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.3.0.csv_diffToPreviousRelease_calcite-1.4.0.csv,6.033717835,32.47012416
AG(F),IND-JLMIV+R-2020,original,calcite-1.4.0.csv_calcite-1.5.0.csv,7.738095238,22.49158862
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.4.0.csv_diffToPreviousRelease_calcite-1.5.0.csv,18.26923077,29.80077178
AG(F),IND-JLMIV+R-2020,original,calcite-1.5.0.csv_calcite-1.6.0.csv,5.951383068,22.33879297
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.5.0.csv_diffToPreviousRelease_calcite-1.6.0.csv,12.97468354,32.40186553
AG(F),IND-JLMIV+R-2020,original,calcite-1.6.0.csv_calcite-1.7.0.csv,6.78913738,21.17550279
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.6.0.csv_diffToPreviousRelease_calcite-1.7.0.csv,10.1369863,26.84002293
AG(F),IND-JLMIV+R-2020,original,calcite-1.7.0.csv_calcite-1.8.0.csv,6.764027671,27.5748156
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.7.0.csv_diffToPreviousRelease_calcite-1.8.0.csv,19.00826446,35.9008261
AG(F),IND-JLMIV+R-2020,original,calcite-1.8.0.csv_calcite-1.9.0.csv,6.259541985,26.74922239
AG(F),IND-JLMIV+R-2020,noDup,calcite-1.8.0.csv_diffToPreviousRelease_calcite-1.9.0.csv,25.80645161,58.90444132
AG(F),IND-JLMIV+R-2020,original,cayenne-3.0.0.csv_cayenne-3.1.0.csv,1.584283904,6.147025852
AG(F),IND-JLMIV+R-2020,noDup,cayenne-3.0.0.csv_diffToPreviousRelease_cayenne-3.1.0.csv,2.274795268,7.355990081
AG(F),IND-JLMIV+R-2020,original,commons-bcel-5.2.csv_commons-bcel-6.0.csv,0.265957447,2.56142185
AG(F),IND-JLMIV+R-2020,noDup,commons-bcel-5.2.csv_diffToPreviousRelease_commons-bcel-6.0.csv,0.269541779,2.562314799
AG(F),IND-JLMIV+R-2020,original,commons-bcel-6.0.csv_commons-bcel-6.1.csv,2.116402116,7.940901699
AG(F),IND-JLMIV+R-2020,noDup,commons-bcel-6.0.csv_diffToPreviousRelease_commons-bcel-6.1.csv,2.116402116,7.940901699
AG(F),IND-JLMIV+R-2020,original,commons-bcel-6.1.csv_commons-bcel-6.2.csv,0,0
AG(F),IND-JLMIV+R-2020,noDup,commons-bcel-6.1.csv_diffToPreviousRelease_commons-bcel-6.2.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-beanutils-1.7.0.csv_commons-beanutils-1.8.0.csv,0,0
AG(F),IND-JLMIV+R-2020,noDup,commons-beanutils-1.7.0.csv_diffToPreviousRelease_commons-beanutils-1.8.0.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-beanutils-1.8.0.csv_commons-beanutils-1.9.0.csv,4.807692308,20.88981894
AG(F),IND-JLMIV+R-2020,noDup,commons-beanutils-1.8.0.csv_diffToPreviousRelease_commons-beanutils-1.9.0.csv,5.263157895,21.60737813
AG(F),IND-JLMIV+R-2020,original,commons-codec-1.10.csv_commons-codec-1.11.csv,76.5625,53.30774152
AG(F),IND-JLMIV+R-2020,noDup,commons-codec-1.10.csv_diffToPreviousRelease_commons-codec-1.11.csv,76.5625,53.30774152
AG(F),IND-JLMIV+R-2020,original,commons-codec-1.2.csv_commons-codec-1.3.csv,8.333333333,44.26655128
AG(F),IND-JLMIV+R-2020,noDup,commons-codec-1.2.csv_diffToPreviousRelease_commons-codec-1.3.csv,13.33333333,45.58823529
AG(F),IND-JLMIV+R-2020,original,commons-codec-1.3.csv_commons-codec-1.4.csv,0,0
AG(F),IND-JLMIV+R-2020,noDup,commons-codec-1.3.csv_diffToPreviousRelease_commons-codec-1.4.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-codec-1.5.csv_commons-codec-1.6.csv,2.127659574,5.428309666
AG(F),IND-JLMIV+R-2020,noDup,commons-codec-1.5.csv_diffToPreviousRelease_commons-codec-1.6.csv,4.761904762,7.093684526
AG(F),IND-JLMIV+R-2020,original,commons-codec-1.6.csv_commons-codec-1.7.csv,23.63636364,54.95529061
AG(F),IND-JLMIV+R-2020,noDup,commons-codec-1.6.csv_diffToPreviousRelease_commons-codec-1.7.csv,23.63636364,54.95529061
AG(F),IND-JLMIV+R-2020,original,commons-codec-1.7.csv_commons-codec-1.8.csv,10.71428571,31.65013526
AG(F),IND-JLMIV+R-2020,noDup,commons-codec-1.7.csv_diffToPreviousRelease_commons-codec-1.8.csv,10.71428571,31.65013526
AG(F),IND-JLMIV+R-2020,original,commons-codec-1.8.csv_commons-codec-1.9.csv,17.85714286,36.71818835
AG(F),IND-JLMIV+R-2020,noDup,commons-codec-1.8.csv_diffToPreviousRelease_commons-codec-1.9.csv,17.85714286,36.71818835
AG(F),IND-JLMIV+R-2020,original,commons-collections-1.0.csv_commons-collections-2.0.csv,2.272727273,14.71466751
AG(F),IND-JLMIV+R-2020,noDup,commons-collections-1.0.csv_diffToPreviousRelease_commons-collections-2.0.csv,3.125,20.20289229
AG(F),IND-JLMIV+R-2020,original,commons-collections-2.0.csv_commons-collections-2.1.csv,1.388888889,9.536423841
AG(F),IND-JLMIV+R-2020,noDup,commons-collections-2.0.csv_diffToPreviousRelease_commons-collections-2.1.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-collections-2.1.csv_commons-collections-3.0.csv,0.403225806,3.280003776
AG(F),IND-JLMIV+R-2020,noDup,commons-collections-2.1.csv_diffToPreviousRelease_commons-collections-3.0.csv,0.420168067,3.307633733
AG(F),IND-JLMIV+R-2020,original,commons-collections-3.0.csv_commons-collections-3.1.csv,7.865168539,45.97188602
AG(F),IND-JLMIV+R-2020,noDup,commons-collections-3.0.csv_diffToPreviousRelease_commons-collections-3.1.csv,6.976744186,40.98896074
AG(F),IND-JLMIV+R-2020,original,commons-collections-3.1.csv_commons-collections-3.2.csv,3.296703297,17.96906963
AG(F),IND-JLMIV+R-2020,noDup,commons-collections-3.1.csv_diffToPreviousRelease_commons-collections-3.2.csv,6.060606061,23.13646189
AG(F),IND-JLMIV+R-2020,original,commons-collections-3.2.csv_commons-collections-3.3.csv,0,0
AG(F),IND-JLMIV+R-2020,noDup,commons-collections-3.2.csv_diffToPreviousRelease_commons-collections-3.3.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-collections-3.3.csv_commons-collections-4.0.csv,0.740740741,10.69441303
AG(F),IND-JLMIV+R-2020,noDup,commons-collections-3.3.csv_diffToPreviousRelease_commons-collections-4.0.csv,0.740740741,10.69441303
AG(F),IND-JLMIV+R-2020,original,commons-collections-4.0.csv_commons-collections-4.1.csv,3.986710963,23.67538823
AG(F),IND-JLMIV+R-2020,noDup,commons-collections-4.0.csv_diffToPreviousRelease_commons-collections-4.1.csv,3.986710963,23.67538823
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.0.csv_commons-compress-1.1.csv,22.72727273,68.6509901
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.0.csv_diffToPreviousRelease_commons-compress-1.1.csv,35.13513514,74.00896861
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.1.csv_commons-compress-1.10.csv,17.08860759,59.10641391
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.1.csv_diffToPreviousRelease_commons-compress-1.10.csv,18.75,60.46910755
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.10.csv_commons-compress-1.11.csv,12.12121212,47.58519644
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.10.csv_diffToPreviousRelease_commons-compress-1.11.csv,44.44444444,80.0681915
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.11.csv_commons-compress-1.12.csv,6.024096386,22.51748252
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.11.csv_diffToPreviousRelease_commons-compress-1.12.csv,7.246376812,22.99747281
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.12.csv_commons-compress-1.13.csv,5.649717514,14.82674425
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.12.csv_diffToPreviousRelease_commons-compress-1.13.csv,7.462686567,12.80640725
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.13.csv_commons-compress-1.14.csv,7.692307692,20.44240322
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.13.csv_diffToPreviousRelease_commons-compress-1.14.csv,22.64150943,37.64084156
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.14.csv_commons-compress-1.15.csv,2.051282051,8.396768318
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.14.csv_diffToPreviousRelease_commons-compress-1.15.csv,10.52631579,27.95861721
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.15.csv_commons-compress-1.16.csv,2.487562189,11.04222293
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.15.csv_diffToPreviousRelease_commons-compress-1.16.csv,10,23.94504416
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.16.csv_commons-compress-1.2.csv,5.797101449,14.44470755
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.16.csv_diffToPreviousRelease_commons-compress-1.2.csv,5.970149254,14.46697498
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.2.csv_commons-compress-1.3.csv,9.677419355,37.98067992
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.2.csv_diffToPreviousRelease_commons-compress-1.3.csv,13.63636364,42.24173554
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.3.csv_commons-compress-1.4.csv,13.13131313,35.28950805
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.3.csv_diffToPreviousRelease_commons-compress-1.4.csv,28.57142857,50.22114424
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.4.csv_commons-compress-1.5.csv,7.766990291,25.61870214
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.4.csv_diffToPreviousRelease_commons-compress-1.5.csv,19.51219512,34.00385192
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.5.csv_commons-compress-1.6.csv,17.74193548,52.8694356
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.5.csv_diffToPreviousRelease_commons-compress-1.6.csv,37.5,75.87260035
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.6.csv_commons-compress-1.7.csv,16.91176471,56.22602448
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.6.csv_diffToPreviousRelease_commons-compress-1.7.csv,31.57894737,61.30866339
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.7.csv_commons-compress-1.8.csv,15.60283688,45.97797462
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.7.csv_diffToPreviousRelease_commons-compress-1.8.csv,41.66666667,76.39751553
AG(F),IND-JLMIV+R-2020,original,commons-compress-1.8.csv_commons-compress-1.9.csv,19.31034483,46.23655914
AG(F),IND-JLMIV+R-2020,noDup,commons-compress-1.8.csv_diffToPreviousRelease_commons-compress-1.9.csv,47.05882353,59.50192211
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.0.csv_commons-configuration-1.1.csv,19.04761905,50.78777915
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.0.csv_diffToPreviousRelease_commons-configuration-1.1.csv,26.66666667,57.30406554
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.1.csv_commons-configuration-1.10.csv,18.51851852,53.64172686
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.1.csv_diffToPreviousRelease_commons-configuration-1.10.csv,19.23076923,54.1432467
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.10.csv_commons-configuration-1.2.csv,13.20754717,33.65032919
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.10.csv_diffToPreviousRelease_commons-configuration-1.2.csv,13.20754717,33.65032919
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.2.csv_commons-configuration-1.3.csv,27.38095238,71.52524331
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.2.csv_diffToPreviousRelease_commons-configuration-1.3.csv,31.03448276,78.84745763
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.3.csv_commons-configuration-1.4.csv,30.76923077,60.82199669
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.3.csv_diffToPreviousRelease_commons-configuration-1.4.csv,65.71428571,82.28927073
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.4.csv_commons-configuration-1.5.csv,22.82608696,62.87513398
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.4.csv_diffToPreviousRelease_commons-configuration-1.5.csv,68.96551724,87.74070543
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.5.csv_commons-configuration-1.6.csv,20.83333333,50.81093879
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.5.csv_diffToPreviousRelease_commons-configuration-1.6.csv,65.38461538,74.35948361
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.6.csv_commons-configuration-1.7.csv,13.15789474,38.01027024
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.6.csv_diffToPreviousRelease_commons-configuration-1.7.csv,28.57142857,54.48084054
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.7.csv_commons-configuration-1.8.csv,20.37037037,51.30215626
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.7.csv_diffToPreviousRelease_commons-configuration-1.8.csv,26.5060241,54.00306568
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.8.csv_commons-configuration-1.9.csv,8.333333333,23.04646104
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.8.csv_diffToPreviousRelease_commons-configuration-1.9.csv,8.333333333,23.04646104
AG(F),IND-JLMIV+R-2020,original,commons-configuration-1.9.csv_commons-configuration-2.0.csv,1.731601732,8.239626227
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-1.9.csv_diffToPreviousRelease_commons-configuration-2.0.csv,1.731601732,8.239626227
AG(F),IND-JLMIV+R-2020,original,commons-configuration-2.0.csv_commons-configuration-2.1.csv,7.725321888,30.91688628
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-2.0.csv_diffToPreviousRelease_commons-configuration-2.1.csv,7.725321888,30.91688628
AG(F),IND-JLMIV+R-2020,original,commons-configuration-2.1.csv_commons-configuration-2.2.csv,2.916666667,12.52552495
AG(F),IND-JLMIV+R-2020,noDup,commons-configuration-2.1.csv_diffToPreviousRelease_commons-configuration-2.2.csv,2.916666667,12.52552495
AG(F),IND-JLMIV+R-2020,original,commons-dbcp-1.0.csv_commons-dbcp-1.1.csv,0,0
AG(F),IND-JLMIV+R-2020,noDup,commons-dbcp-1.0.csv_diffToPreviousRelease_commons-dbcp-1.1.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-dbcp-1.1.csv_commons-dbcp-1.2.csv,2.564102564,4.580432393
AG(F),IND-JLMIV+R-2020,noDup,commons-dbcp-1.1.csv_diffToPreviousRelease_commons-dbcp-1.2.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-dbcp-1.2.csv_commons-dbcp-1.3.csv,30.18867925,54.15392457
AG(F),IND-JLMIV+R-2020,noDup,commons-dbcp-1.2.csv_diffToPreviousRelease_commons-dbcp-1.3.csv,35.55555556,55.5773506
AG(F),IND-JLMIV+R-2020,original,commons-dbcp-1.3.csv_commons-dbcp-1.4.csv,15.09433962,36.76880223
AG(F),IND-JLMIV+R-2020,noDup,commons-dbcp-1.3.csv_diffToPreviousRelease_commons-dbcp-1.4.csv,50,62.88445553
AG(F),IND-JLMIV+R-2020,original,commons-dbcp-1.4.csv_commons-dbcp-2.0.csv,13.20754717,46.89847814
AG(F),IND-JLMIV+R-2020,noDup,commons-dbcp-1.4.csv_diffToPreviousRelease_commons-dbcp-2.0.csv,13.20754717,46.89847814
AG(F),IND-JLMIV+R-2020,original,commons-dbcp-2.0.csv_commons-dbcp-2.1.csv,24.07407407,47.02914798
AG(F),IND-JLMIV+R-2020,noDup,commons-dbcp-2.0.csv_diffToPreviousRelease_commons-dbcp-2.1.csv,24.07407407,47.02914798
AG(F),IND-JLMIV+R-2020,original,commons-dbcp-2.1.csv_commons-dbcp-2.2.0.csv,9.259259259,10.61290906
AG(F),IND-JLMIV+R-2020,noDup,commons-dbcp-2.1.csv_diffToPreviousRelease_commons-dbcp-2.2.0.csv,9.259259259,10.61290906
AG(F),IND-JLMIV+R-2020,original,commons-dbcp-2.2.0.csv_commons-dbcp-2.3.0.csv,5.454545455,6.850301557
AG(F),IND-JLMIV+R-2020,noDup,commons-dbcp-2.2.0.csv_diffToPreviousRelease_commons-dbcp-2.3.0.csv,5.454545455,6.850301557
AG(F),IND-JLMIV+R-2020,original,commons-dbcp-2.3.0.csv_commons-dbcp-2.4.0.csv,87.5,84.21585423
AG(F),IND-JLMIV+R-2020,noDup,commons-dbcp-2.3.0.csv_diffToPreviousRelease_commons-dbcp-2.4.0.csv,87.5,84.21585423
AG(F),IND-JLMIV+R-2020,original,commons-dbcp-2.4.0.csv_commons-dbcp-2.5.0.csv,1.785714286,1.277882798
AG(F),IND-JLMIV+R-2020,noDup,commons-dbcp-2.4.0.csv_diffToPreviousRelease_commons-dbcp-2.5.0.csv,1.785714286,1.277882798
AG(F),IND-JLMIV+R-2020,original,commons-digester-1.4.csv_commons-digester-1.5.csv,2.702702703,3.798202378
AG(F),IND-JLMIV+R-2020,noDup,commons-digester-1.4.csv_diffToPreviousRelease_commons-digester-1.5.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-digester-1.5.csv_commons-digester-1.6.csv,26.47058824,65.05443886
AG(F),IND-JLMIV+R-2020,noDup,commons-digester-1.5.csv_diffToPreviousRelease_commons-digester-1.6.csv,31.91489362,76.60630117
AG(F),IND-JLMIV+R-2020,original,commons-digester-1.6.csv_commons-digester-1.7.csv,0,0
AG(F),IND-JLMIV+R-2020,noDup,commons-digester-1.6.csv_diffToPreviousRelease_commons-digester-1.7.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-digester-1.7.csv_commons-digester-1.8.csv,14.28571429,57.43875722
AG(F),IND-JLMIV+R-2020,noDup,commons-digester-1.7.csv_diffToPreviousRelease_commons-digester-1.8.csv,38.46153846,91.7699115
AG(F),IND-JLMIV+R-2020,original,commons-digester-1.8.csv_commons-digester-2.0.csv,91.42857143,66.64695446
AG(F),IND-JLMIV+R-2020,noDup,commons-digester-1.8.csv_diffToPreviousRelease_commons-digester-2.0.csv,91.4893617,63.61815754
AG(F),IND-JLMIV+R-2020,original,commons-digester-3.0.csv_commons-digester-3.1.csv,4.545454545,1.146735315
AG(F),IND-JLMIV+R-2020,noDup,commons-digester-3.0.csv_diffToPreviousRelease_commons-digester-3.1.csv,4.545454545,1.146735315
AG(F),IND-JLMIV+R-2020,original,commons-digester-3.1.csv_commons-digester-3.2.csv,4.458598726,1.085872576
AG(F),IND-JLMIV+R-2020,noDup,commons-digester-3.1.csv_diffToPreviousRelease_commons-digester-3.2.csv,4.458598726,1.085872576
AG(F),IND-JLMIV+R-2020,original,commons-io-1.0.csv_commons-io-1.1.csv,20.51282051,62.22651223
AG(F),IND-JLMIV+R-2020,noDup,commons-io-1.0.csv_diffToPreviousRelease_commons-io-1.1.csv,26.08695652,73.89885808
AG(F),IND-JLMIV+R-2020,original,commons-io-1.1.csv_commons-io-1.2.csv,2.380952381,16.92771084
AG(F),IND-JLMIV+R-2020,noDup,commons-io-1.1.csv_diffToPreviousRelease_commons-io-1.2.csv,12.5,38.97364771
AG(F),IND-JLMIV+R-2020,original,commons-io-1.2.csv_commons-io-1.3.csv,7.407407407,35.4282941
AG(F),IND-JLMIV+R-2020,noDup,commons-io-1.2.csv_diffToPreviousRelease_commons-io-1.3.csv,10,42.01944183
AG(F),IND-JLMIV+R-2020,original,commons-io-1.3.csv_commons-io-1.4.csv,22.22222222,50.23312386
AG(F),IND-JLMIV+R-2020,noDup,commons-io-1.3.csv_diffToPreviousRelease_commons-io-1.4.csv,17.64705882,57.16525557
AG(F),IND-JLMIV+R-2020,original,commons-io-1.4.csv_commons-io-2.0.csv,16,48.06233062
AG(F),IND-JLMIV+R-2020,noDup,commons-io-1.4.csv_diffToPreviousRelease_commons-io-2.0.csv,16.84210526,49.68482981
AG(F),IND-JLMIV+R-2020,original,commons-io-2.0.csv_commons-io-2.1.csv,6,24.72563797
AG(F),IND-JLMIV+R-2020,noDup,commons-io-2.0.csv_diffToPreviousRelease_commons-io-2.1.csv,6,24.72563797
AG(F),IND-JLMIV+R-2020,original,commons-io-2.1.csv_commons-io-2.2.csv,0,0
AG(F),IND-JLMIV+R-2020,noDup,commons-io-2.1.csv_diffToPreviousRelease_commons-io-2.2.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-io-2.2.csv_commons-io-2.3.csv,0,0
AG(F),IND-JLMIV+R-2020,noDup,commons-io-2.2.csv_diffToPreviousRelease_commons-io-2.3.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-io-2.3.csv_commons-io-2.4.csv,10.67961165,37.15252599
AG(F),IND-JLMIV+R-2020,noDup,commons-io-2.3.csv_diffToPreviousRelease_commons-io-2.4.csv,10.67961165,37.15252599
AG(F),IND-JLMIV+R-2020,original,commons-io-2.4.csv_commons-io-2.5.csv,3.47826087,19.82383645
AG(F),IND-JLMIV+R-2020,noDup,commons-io-2.4.csv_diffToPreviousRelease_commons-io-2.5.csv,3.47826087,19.82383645
AG(F),IND-JLMIV+R-2020,original,commons-jcs-1.0.csv_commons-jcs-1.1.csv,0,0
AG(F),IND-JLMIV+R-2020,noDup,commons-jcs-1.0.csv_diffToPreviousRelease_commons-jcs-1.1.csv,0,0
AG(F),IND-JLMIV+R-2020,original,commons-jcs-1.1.csv_commons-jcs-1.3.csv,82.18181818,56.97372221
