train_path,dataset,project,test_path,diff_path,test_path_noDup,class_ratio,class_ratio_noDup,num_neg,num_pos,num_neg_noDup,num_pos_noDup
dataset/original//IND-JLMIV+R-2020/archiva/archiva-1.3.csv,IND-JLMIV+R-2020,archiva,dataset/original//IND-JLMIV+R-2020/archiva/archiva-2.0.0.csv,dataset/diff/IND-JLMIV+R-2020/archiva-1.3_archiva-2.0.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/archiva/diffToPreviousRelease_archiva-2.0.0.csv,59,58.28571429,413,7,408,7
dataset/original//IND-JLMIV+R-2020/archiva/archiva-2.0.0.csv,IND-JLMIV+R-2020,archiva,dataset/original//IND-JLMIV+R-2020/archiva/archiva-2.1.0.csv,dataset/diff/IND-JLMIV+R-2020/archiva-2.0.0_archiva-2.1.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/archiva/diffToPreviousRelease_archiva-2.1.0.csv,82.8,55.5,414,5,222,4
dataset/original//IND-JLMIV+R-2020/archiva/archiva-2.1.0.csv,IND-JLMIV+R-2020,archiva,dataset/original//IND-JLMIV+R-2020/archiva/archiva-2.2.0.csv,dataset/diff/IND-JLMIV+R-2020/archiva-2.1.0_archiva-2.2.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/archiva/diffToPreviousRelease_archiva-2.2.0.csv,138.3333333,26,415,3,78,3
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.0.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.1.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.0.0_calcite-1.1.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.1.0.csv,8.761061947,4.2,990,113,189,45
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.1.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.10.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.1.0_calcite-1.10.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.10.0.csv,14.5952381,9.82278481,1226,84,776,79
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.10.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.11.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.10.0_calcite-1.11.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.11.0.csv,15.6375,5.567567568,1251,80,206,37
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.11.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.12.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.11.0_calcite-1.12.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.12.0.csv,16.4691358,5.909090909,1334,81,325,55
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.12.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.13.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.12.0_calcite-1.13.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.13.0.csv,23.05660377,5.580645161,1222,53,173,31
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.13.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.14.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.13.0_calcite-1.14.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.14.0.csv,23.67924528,7.555555556,1255,53,272,36
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.14.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.15.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.14.0_calcite-1.15.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.15.0.csv,29.04444444,11.04545455,1307,45,243,22
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.15.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.2.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.15.0_calcite-1.2.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.2.0.csv,7.793650794,7.793650794,982,126,982,126
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.2.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.3.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.2.0_calcite-1.3.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.3.0.csv,8.955357143,8.955357143,1003,112,1003,112
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.3.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.4.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.3.0_calcite-1.4.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.4.0.csv,8.162601626,8.162601626,1004,123,1004,123
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.4.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.5.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.4.0_calcite-1.5.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.5.0.csv,10.41747573,4.886792453,1073,103,259,53
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.5.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.6.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.5.0_calcite-1.6.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.6.0.csv,10.14953271,4.851851852,1086,107,262,54
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.6.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.7.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.6.0_calcite-1.7.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.7.0.csv,8.78125,5.186440678,1124,128,306,59
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.7.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.8.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.7.0_calcite-1.8.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.8.0.csv,11.88118812,5.722222222,1200,101,206,36
dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.8.0.csv,IND-JLMIV+R-2020,calcite,dataset/original//IND-JLMIV+R-2020/calcite/calcite-1.9.0.csv,dataset/diff/IND-JLMIV+R-2020/calcite-1.8.0_calcite-1.9.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/calcite/diffToPreviousRelease_calcite-1.9.0.csv,13.55555556,3.769230769,1220,90,147,39
dataset/original//IND-JLMIV+R-2020/cayenne/cayenne-3.0.0.csv,IND-JLMIV+R-2020,cayenne,dataset/original//IND-JLMIV+R-2020/cayenne/cayenne-3.1.0.csv,dataset/diff/IND-JLMIV+R-2020/cayenne-3.0.0_cayenne-3.1.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/cayenne/diffToPreviousRelease_cayenne-3.1.0.csv,82.05263158,56.84210526,1559,19,1080,19
dataset/original//IND-JLMIV+R-2020/commons-bcel/commons-bcel-5.0.csv,IND-JLMIV+R-2020,commons-bcel,dataset/original//IND-JLMIV+R-2020/commons-bcel/commons-bcel-5.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-bcel-5.0_commons-bcel-5.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-bcel/diffToPreviousRelease_commons-bcel-5.1.csv,NA,NA,334,NA,73,NA
dataset/original//IND-JLMIV+R-2020/commons-bcel/commons-bcel-5.1.csv,IND-JLMIV+R-2020,commons-bcel,dataset/original//IND-JLMIV+R-2020/commons-bcel/commons-bcel-5.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-bcel-5.1_commons-bcel-5.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-bcel/diffToPreviousRelease_commons-bcel-5.2.csv,334,150,334,1,150,1
dataset/original//IND-JLMIV+R-2020/commons-bcel/commons-bcel-5.2.csv,IND-JLMIV+R-2020,commons-bcel,dataset/original//IND-JLMIV+R-2020/commons-bcel/commons-bcel-6.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-bcel-5.2_commons-bcel-6.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-bcel/diffToPreviousRelease_commons-bcel-6.0.csv,27.92307692,27.53846154,363,13,358,13
dataset/original//IND-JLMIV+R-2020/commons-bcel/commons-bcel-6.0.csv,IND-JLMIV+R-2020,commons-bcel,dataset/original//IND-JLMIV+R-2020/commons-bcel/commons-bcel-6.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-bcel-6.0_commons-bcel-6.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-bcel/diffToPreviousRelease_commons-bcel-6.1.csv,36.8,36.8,368,10,368,10
dataset/original//IND-JLMIV+R-2020/commons-bcel/commons-bcel-6.1.csv,IND-JLMIV+R-2020,commons-bcel,dataset/original//IND-JLMIV+R-2020/commons-bcel/commons-bcel-6.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-bcel-6.1_commons-bcel-6.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-bcel/diffToPreviousRelease_commons-bcel-6.2.csv,41,41,369,9,369,9
dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.0.csv,IND-JLMIV+R-2020,commons-beanutils,dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-beanutils-1.0_commons-beanutils-1.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-beanutils/diffToPreviousRelease_commons-beanutils-1.1.csv,NA,NA,4,NA,4,NA
dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.1.csv,IND-JLMIV+R-2020,commons-beanutils,dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-beanutils-1.1_commons-beanutils-1.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-beanutils/diffToPreviousRelease_commons-beanutils-1.2.csv,NA,NA,5,NA,3,NA
dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.2.csv,IND-JLMIV+R-2020,commons-beanutils,dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.3.csv,dataset/diff/IND-JLMIV+R-2020/commons-beanutils-1.2_commons-beanutils-1.3_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-beanutils/diffToPreviousRelease_commons-beanutils-1.3.csv,NA,NA,29,NA,29,NA
dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.3.csv,IND-JLMIV+R-2020,commons-beanutils,dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.4.csv,dataset/diff/IND-JLMIV+R-2020/commons-beanutils-1.3_commons-beanutils-1.4_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-beanutils/diffToPreviousRelease_commons-beanutils-1.4.csv,NA,NA,43,NA,32,NA
dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.4.csv,IND-JLMIV+R-2020,commons-beanutils,dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.5.csv,dataset/diff/IND-JLMIV+R-2020/commons-beanutils-1.4_commons-beanutils-1.5_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-beanutils/diffToPreviousRelease_commons-beanutils-1.5.csv,NA,NA,62,NA,22,NA
dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.5.csv,IND-JLMIV+R-2020,commons-beanutils,dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.6.csv,dataset/diff/IND-JLMIV+R-2020/commons-beanutils-1.5_commons-beanutils-1.6_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-beanutils/diffToPreviousRelease_commons-beanutils-1.6.csv,NA,NA,64,NA,21,NA
dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.6.csv,IND-JLMIV+R-2020,commons-beanutils,dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.7.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-beanutils-1.6_commons-beanutils-1.7.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-beanutils/diffToPreviousRelease_commons-beanutils-1.7.0.csv,11.42857143,5.571428571,80,7,39,7
dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.7.0.csv,IND-JLMIV+R-2020,commons-beanutils,dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.8.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-beanutils-1.7.0_commons-beanutils-1.8.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-beanutils/diffToPreviousRelease_commons-beanutils-1.8.0.csv,11.625,9.75,93,8,78,8
dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.8.0.csv,IND-JLMIV+R-2020,commons-beanutils,dataset/original//IND-JLMIV+R-2020/commons-beanutils/commons-beanutils-1.9.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-beanutils-1.8.0_commons-beanutils-1.9.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-beanutils/diffToPreviousRelease_commons-beanutils-1.9.0.csv,103,94,103,1,94,1
dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.1.csv,IND-JLMIV+R-2020,commons-codec,dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.10.csv,dataset/diff/IND-JLMIV+R-2020/commons-codec-1.1_commons-codec-1.10_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-codec/diffToPreviousRelease_commons-codec-1.10.csv,19,19,57,3,57,3
dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.10.csv,IND-JLMIV+R-2020,commons-codec,dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.11.csv,dataset/diff/IND-JLMIV+R-2020/commons-codec-1.10_commons-codec-1.11_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-codec/diffToPreviousRelease_commons-codec-1.11.csv,NA,NA,64,NA,64,NA
dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.11.csv,IND-JLMIV+R-2020,commons-codec,dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-codec-1.11_commons-codec-1.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-codec/diffToPreviousRelease_commons-codec-1.2.csv,7.5,7.5,15,2,15,2
dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.2.csv,IND-JLMIV+R-2020,commons-codec,dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.3.csv,dataset/diff/IND-JLMIV+R-2020/commons-codec-1.2_commons-codec-1.3_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-codec/diffToPreviousRelease_commons-codec-1.3.csv,7,4,21,3,12,3
dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.3.csv,IND-JLMIV+R-2020,commons-codec,dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.4.csv,dataset/diff/IND-JLMIV+R-2020/commons-codec-1.3_commons-codec-1.4_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-codec/diffToPreviousRelease_commons-codec-1.4.csv,NA,NA,29,NA,23,NA
dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.4.csv,IND-JLMIV+R-2020,commons-codec,dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.5.csv,dataset/diff/IND-JLMIV+R-2020/commons-codec-1.4_commons-codec-1.5_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-codec/diffToPreviousRelease_commons-codec-1.5.csv,38,24,38,1,24,1
dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.5.csv,IND-JLMIV+R-2020,commons-codec,dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.6.csv,dataset/diff/IND-JLMIV+R-2020/commons-codec-1.5_commons-codec-1.6_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-codec/diffToPreviousRelease_commons-codec-1.6.csv,10.75,4.25,43,4,17,4
dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.6.csv,IND-JLMIV+R-2020,commons-codec,dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.7.csv,dataset/diff/IND-JLMIV+R-2020/commons-codec-1.6_commons-codec-1.7_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-codec/diffToPreviousRelease_commons-codec-1.7.csv,17.33333333,17.33333333,52,3,52,3
dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.7.csv,IND-JLMIV+R-2020,commons-codec,dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.8.csv,dataset/diff/IND-JLMIV+R-2020/commons-codec-1.7_commons-codec-1.8_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-codec/diffToPreviousRelease_commons-codec-1.8.csv,8.333333333,8.333333333,50,6,50,6
dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.8.csv,IND-JLMIV+R-2020,commons-codec,dataset/original//IND-JLMIV+R-2020/commons-codec/commons-codec-1.9.csv,dataset/diff/IND-JLMIV+R-2020/commons-codec-1.8_commons-codec-1.9_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-codec/diffToPreviousRelease_commons-codec-1.9.csv,8.333333333,8.333333333,50,6,50,6
dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-1.0.csv,IND-JLMIV+R-2020,commons-collections,dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-2.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-collections-1.0_commons-collections-2.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-collections/diffToPreviousRelease_commons-collections-2.0.csv,43,31,43,1,31,1
dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-2.0.csv,IND-JLMIV+R-2020,commons-collections,dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-2.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-collections-2.0_commons-collections-2.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-collections/diffToPreviousRelease_commons-collections-2.1.csv,71,NA,71,1,56,NA
dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-2.1.csv,IND-JLMIV+R-2020,commons-collections,dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-3.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-collections-2.1_commons-collections-3.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-collections/diffToPreviousRelease_commons-collections-3.0.csv,30,28.75,240,8,230,8
dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-3.0.csv,IND-JLMIV+R-2020,commons-collections,dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-3.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-collections-3.0_commons-collections-3.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-collections/diffToPreviousRelease_commons-collections-3.1.csv,32.375,27.66666667,259,8,166,6
dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-3.1.csv,IND-JLMIV+R-2020,commons-collections,dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-3.2.csv,dataset/diff/IND-JLMIV+R-2020/commons-collections-3.1_commons-collections-3.2_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-collections/diffToPreviousRelease_commons-collections-3.2.csv,23.81818182,13.14285714,262,11,92,7
dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-3.2.csv,IND-JLMIV+R-2020,commons-collections,dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-3.3.csv,dataset/diff/IND-JLMIV+R-2020/commons-collections-3.2_commons-collections-3.3_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-collections/diffToPreviousRelease_commons-collections-3.3.csv,26.3,4,263,10,32,8
dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-3.3.csv,IND-JLMIV+R-2020,commons-collections,dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-4.0.csv,dataset/diff/IND-JLMIV+R-2020/commons-collections-3.3_commons-collections-4.0_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-collections/diffToPreviousRelease_commons-collections-4.0.csv,18.28571429,18.28571429,256,14,256,14
dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-4.0.csv,IND-JLMIV+R-2020,commons-collections,dataset/original//IND-JLMIV+R-2020/commons-collections/commons-collections-4.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-collections-4.0_commons-collections-4.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-collections/diffToPreviousRelease_commons-collections-4.1.csv,300,300,300,1,300,1
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.0.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.1.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.0_commons-compress-1.1_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.1.csv,3.714285714,2.363636364,52,14,26,11
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.1.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.10.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.1_commons-compress-1.10_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.10.csv,7.777777778,7,140,18,126,18
dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.10.csv,IND-JLMIV+R-2020,commons-compress,dataset/original//IND-JLMIV+R-2020/commons-compress/commons-compress-1.11.csv,dataset/diff/IND-JLMIV+R-2020/commons-compress-1.10_commons-compress-1.11_file.csv,./dataset/data_new/IND-JLMIV+R-2020/commons-compress/diffToPreviousRelease_commons-compress-1.11.csv,11.69230769,2.375,152,13,19,8
