className,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bugDensity,type
org.apache.xalan.templates.FuncDocument,8,5,0,16,66,28,1,15,6,2.0,551,0.0,0,0.8888888890000001,0.475,3,8,67.875,1,0.875,0,0.0,NON
org.apache.xpath.functions.FuncRound,2,4,0,5,7,1,0,5,2,2.0,43,0.0,0,0.979591837,0.75,1,6,20.5,1,0.5,0,0.0,NON
org.apache.xalan.lib.sql.XConnection,38,1,0,14,110,273,2,14,32,0.72972973,1595,1.0,4,0.0,0.248538012,0,0,40.55263158,13,2.2895,1,0.0012539184952978,NON
org.apache.xml.res.XMLErrorResources_cs,5,3,0,1,16,8,0,1,3,1.243589744,1171,0.0,0,0.926829268,0.333333333,0,0,217.6,2,0.8,1,0.0008539709649871,NON
org.apache.xalan.transformer.NodeSorter,4,1,0,9,28,2,2,8,2,0.333333333,475,0.0,1,0.0,0.583333333,0,0,117.25,1,0.75,0,0.0,IL
org.apache.xpath.res.XPATHErrorResources_ca,5,3,0,1,16,8,0,1,3,1.246296296,2125,0.0,0,0.926829268,0.333333333,0,0,397.0,2,0.8,1,0.0009411764705882,NON
org.apache.xalan.xsltc.compiler.Comment,4,3,0,19,27,6,1,18,3,2.0,161,0.0,0,0.949152542,0.4,1,4,39.25,5,1.75,0,0.0,IL
org.apache.xalan.xsltc.trax.SmartTransformerFactoryImpl,21,3,0,3,45,0,0,3,19,0.5,476,1.0,0,0.5,0.220238095,1,2,21.42857143,3,1.0476,1,0.0021008403361344,NON
org.apache.xml.res.XMLErrorResources_ca,5,3,0,1,16,8,0,1,3,1.243589744,1171,0.0,0,0.926829268,0.333333333,0,0,217.6,2,0.8,1,0.0008539709649871,NON
org.apache.xpath.res.XPATHErrorResources_zh_CN,5,3,0,1,16,8,0,1,3,1.246296296,2125,0.0,0,0.926829268,0.333333333,0,0,397.0,2,0.8,1,0.0009411764705882,NON
org.apache.xml.res.XMLErrorResources_zh_CN,5,3,0,1,16,8,0,1,3,1.243589744,1171,0.0,0,0.926829268,0.333333333,0,0,217.6,2,0.8,1,0.0008539709649871,NON
org.apache.xalan.xsltc.compiler.PositionCall,3,4,0,13,12,3,1,12,3,2.0,56,0.0,0,0.979591837,0.5,2,4,17.66666667,3,1.3333,0,0.0,IL
org.apache.xpath.res.XPATHErrorResources_de,5,3,0,1,16,8,0,1,3,1.246296296,2125,0.0,0,0.926829268,0.333333333,0,0,397.0,2,0.8,1,0.0009411764705882,NON
org.apache.xalan.templates.XSLTVisitor,9,2,1,20,10,36,19,6,9,2.0,28,0.0,0,0.6,0.314814815,0,0,2.111111111,1,0.8889,1,0.0357142857142857,NON
org.apache.xalan.xsltc.compiler.DocumentCall,3,4,0,21,26,0,0,21,3,0.166666667,246,1.0,3,0.979591837,0.444444444,3,14,80.0,4,1.6667,0,0.0,IL
org.apache.xalan.xsltc.runtime.CallFunction,9,1,0,1,58,30,0,1,3,0.75,619,0.0,0,0.0,0.185185185,0,0,67.33333333,13,6.3333,0,0.0,IL
org.apache.xml.dtm.ref.SecuritySupport12,9,2,0,9,23,36,9,9,0,2.0,82,0.0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,0,0.0,IL
org.apache.xalan.xsltc.compiler.util.ErrorMessages_fr,3,3,0,0,4,1,0,0,2,0.5,1248,1.0,0,0.974358974,1.0,0,0,414.6666667,1,0.3333,1,0.000801282051282,NON
org.apache.xalan.xsltc.util.IntegerArray,24,1,0,5,30,0,5,0,21,0.543478261,486,1.0,0,0.0,0.316666667,0,0,19.08333333,8,1.7083,0,0.0,NON
org.apache.xml.res.XMLErrorResources_es,5,3,0,1,16,8,0,1,3,1.243589744,1171,0.0,0,0.926829268,0.333333333,0,0,217.6,2,0.8,1,0.0008539709649871,NON
org.apache.xalan.xsltc.dom.AdaptiveResultTreeImpl,122,3,0,16,346,0,2,15,119,0.80755608,1640,1.0,3,0.63190184,0.13553719,1,18,12.3852459,2,1.7541,0,0.0,IL
org.apache.xalan.extensions.ExtensionHandlerExsltFunction,9,2,0,16,32,28,0,16,7,0.625,228,1.0,2,0.461538462,0.325,1,1,24.0,8,2.2222,1,0.0043859649122807,NON
org.apache.xml.dtm.ref.IncrementalSAXSource_Xerces,13,1,0,9,49,14,0,9,10,0.483333333,680,0.066666667,0,0.0,0.1875,0,0,50.15384615,9,1.5385,1,0.0014705882352941,NON
org.apache.xpath.res.XPATHErrorResources_sk,5,3,0,1,16,8,0,1,3,1.246296296,2125,0.0,0,0.926829268,0.333333333,0,0,397.0,2,0.8,1,0.0009411764705882,NON
org.apache.xalan.xsltc.compiler.util.ErrorMessages_de,3,3,0,0,4,1,0,0,2,0.5,1248,1.0,0,0.974358974,1.0,0,0,414.6666667,1,0.3333,1,0.000801282051282,NON
org.apache.xalan.xsltc.compiler.ParameterRef,3,4,0,19,32,0,1,18,3,0.5,161,0.0,1,0.974358974,0.5,2,3,52.33333333,8,3.0,0,0.0,IL
org.apache.xml.serializer.ObjectFactory,12,1,0,5,44,64,3,2,0,0.981818182,586,1.0,0,0.0,0.318181818,0,0,47.41666667,8,1.8333,0,0.0,NON
org.apache.xpath.res.XPATHErrorResources_fr,5,3,0,1,16,8,0,1,3,1.246296296,2125,0.0,0,0.926829268,0.333333333,0,0,397.0,2,0.8,1,0.0009411764705882,NON
org.apache.xalan.lib.Extensions,11,1,0,13,52,55,1,12,9,2.0,304,0.0,0,0.0,0.212121212,0,0,26.63636364,5,1.8182,1,0.0032894736842105,NON
org.apache.xml.serializer.ToHTMLStream,38,3,0,15,120,509,2,13,27,0.88030888,2737,0.857142857,3,0.824390244,0.1842751839999999,3,32,70.84210526,3,1.1053,1,0.0018268176835951,NON
org.apache.xalan.xsltc.trax.TransformerImpl,35,2,0,26,164,329,4,23,19,0.897058824,1673,1.0,7,0.282608696,0.135714286,0,0,46.17142857,20,2.8286,1,0.0011954572624028,NON
org.apache.xml.utils.SystemIDResolver,9,1,0,22,34,36,20,2,6,2.0,341,0.0,0,0.0,0.5,0,0,36.88888889,9,4.1111,0,0.0,IL
org.apache.xalan.xsltc.compiler.util.NamedMethodGenerator,5,5,0,9,10,8,2,7,4,1.0,45,1.0,0,0.978723404,0.4375,2,3,7.6,2,0.8,1,0.0222222222222222,NON
org.apache.xalan.res.XSLTErrorResources_zh_CN,5,3,0,1,16,8,0,1,3,1.24795082,4275,0.0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1,0.0002339181286549,NON
org.apache.xpath.axes.DescendantIterator,9,5,0,11,42,0,2,9,8,0.583333333,426,1.0,1,0.946969697,0.277777778,3,11,46.0,14,2.8889,1,0.0023474178403755,NON
org.apache.xalan.xsltc.dom.LoadDocument,7,1,0,19,48,21,0,19,3,1.166666667,389,1.0,0,0.0,0.469387755,0,0,54.42857143,1,0.8571,0,0.0,NON
org.apache.xpath.functions.FuncSystemProperty,4,4,0,10,28,4,0,10,3,0.666666667,191,0.0,0,0.96,0.5,2,8,46.5,1,0.5,1,0.0104712041884816,NON
org.apache.xml.res.XMLErrorResources_it,5,3,0,1,16,8,0,1,3,1.243589744,1171,0.0,0,0.926829268,0.333333333,0,0,217.6,2,0.8,1,0.0008539709649871,NON
org.apache.xml.res.XMLErrorResources_ja,5,3,0,1,16,8,0,1,3,1.243589744,1171,0.0,0,0.926829268,0.333333333,0,0,217.6,2,0.8,1,0.0008539709649871,NON
org.apache.xalan.templates.ElemLiteralResult,32,4,2,18,88,354,6,13,28,0.88172043,686,1.0,2,0.86695279,0.180555556,3,19,20.15625,10,1.8438,1,0.0043731778425655,NON
org.apache.xml.res.XMLErrorResources_de,5,3,0,1,16,8,0,1,3,1.243589744,1171,0.0,0,0.926829268,0.333333333,0,0,217.6,2,0.8,1,0.0008539709649871,NON
org.apache.xalan.xsltc.compiler.StringCall,3,4,0,13,17,3,0,13,3,2.0,75,0.0,0,0.979591837,0.444444444,3,13,24.0,3,1.3333,0,0.0,IL
org.apache.xalan.xsltc.compiler.Template,25,3,0,27,85,172,10,22,24,0.8636363640000001,589,1.0,4,0.7142857140000001,0.141818182,2,8,22.12,13,2.28,1,0.0016977928692699,NON
org.apache.xalan.xslt.ObjectFactory,12,1,0,4,44,64,2,2,0,0.981818182,586,1.0,0,0.0,0.318181818,0,0,47.41666667,8,1.8333,0,0.0,NON
org.apache.xml.utils.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1.0,0,0.0,0.4,0,0,7.090909091,2,0.9091,0,0.0,IL
org.apache.xalan.xsltc.compiler.WithParam,10,3,0,24,46,19,1,23,9,0.666666667,250,1.0,2,0.8615384620000001,0.2375,1,7,23.6,4,1.6,1,0.004,NON
org.apache.xalan.xsltc.runtime.ErrorMessages_fr,3,3,0,0,4,1,0,0,2,0.5,234,1.0,0,0.974358974,1.0,0,0,76.66666667,1,0.3333,1,0.0042735042735042,NON
org.apache.xalan.xsltc.compiler.ApplyTemplates,6,3,0,28,60,0,3,27,5,0.65,375,1.0,3,0.918032787,0.305555556,1,5,60.83333333,13,3.5,1,0.0026666666666666,NON
org.apache.xpath.compiler.XPathParser,58,1,0,12,96,0,3,10,5,0.679425837,3337,0.454545455,2,0.0,0.163793103,0,0,56.34482759,6,1.4828,1,0.0011986814504045,NON
org.apache.xalan.res.XSLTErrorResources_pl,5,3,0,1,16,8,0,1,3,1.24795082,4275,0.0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1,0.0002339181286549,NON
org.apache.xalan.xsltc.runtime.ErrorMessages_de,3,3,0,0,4,1,0,0,2,0.5,234,1.0,0,0.974358974,1.0,0,0,76.66666667,1,0.3333,1,0.0042735042735042,NON
org.apache.xml.utils.PrefixResolverDefault,5,1,1,4,22,8,3,1,5,0.75,122,0.0,0,0.0,0.6,0,0,23.2,13,3.2,1,0.0081967213114754,NON
org.apache.xalan.lib.ExsltStrings,10,2,0,3,37,45,0,3,10,2.0,341,0.0,0,0.181818182,0.275,0,0,33.1,5,2.6,0,0.0,IL
org.apache.xalan.transformer.TransformerImpl,133,2,0,114,409,7774,63,68,125,0.944507576,3531,0.725,17,0.090277778,0.052807487,1,2,25.2481203,5,1.3383,1,0.0016992353440951,NON
org.apache.xml.dtm.ObjectFactory,12,1,0,3,44,64,1,2,0,0.981818182,586,1.0,0,0.0,0.318181818,0,0,47.41666667,8,1.8333,0,0.0,NON
org.apache.xml.utils.ObjectPool,7,1,0,5,21,0,2,3,7,0.166666667,121,1.0,0,0.0,0.342857143,0,0,16.0,2,0.7143,0,0.0,NON
org.apache.xml.serializer.ToUnknownStream,83,2,0,11,178,0,1,10,76,0.8430894309999999,1123,1.0,1,0.514792899,0.1156626509999999,2,10,12.34939759,10,1.2048,1,0.0026714158504007,NON
org.apache.xalan.xsltc.compiler.util.ResultTreeType,22,2,0,40,59,185,9,33,21,0.523809524,751,1.0,0,0.622641509,0.199300699,2,4,33.09090909,7,1.5909,1,0.0013315579227696,NON
org.apache.xalan.extensions.ExtensionHandlerGeneral,7,2,0,17,52,13,0,17,6,0.87037037,512,1.0,0,0.545454545,0.366666667,0,0,70.85714286,2,1.0,1,0.001953125,NON
org.apache.xalan.xsltc.runtime.ErrorMessages_hu,3,3,0,0,4,1,0,0,2,0.5,234,1.0,0,0.974358974,1.0,0,0,76.66666667,1,0.3333,1,0.0042735042735042,NON
org.apache.xalan.lib.sql.SQLQueryParser,13,1,0,6,46,8,2,5,9,0.716666667,528,0.7,0,0.0,0.221153846,0,0,38.84615385,35,4.0769,0,0.0,IL
org.apache.xalan.xsltc.DOM,44,1,0,38,44,946,34,5,44,1.023255814,52,0.0,0,0.0,0.237373737,0,0,0.0,1,1.0,0,0.0,IL
org.apache.xml.utils.StylesheetPIHandler,8,2,0,4,28,6,2,2,8,0.761904762,471,0.0,0,0.708333333,0.4375,1,1,57.125,2,1.0,1,0.0021231422505307,NON
org.apache.xalan.res.XSLTErrorResources_ru,5,3,0,1,16,8,0,1,3,1.24795082,4275,0.0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1,0.0002339181286549,NON
org.apache.xpath.functions.ObjectFactory,12,1,0,3,44,64,1,2,0,0.981818182,586,1.0,0,0.0,0.318181818,0,0,47.41666667,8,1.8333,0,0.0,NON
org.apache.xalan.xsltc.compiler.util.ErrorMessages_pt_BR,3,3,0,0,4,1,0,0,2,0.5,1248,1.0,0,0.974358974,1.0,0,0,414.6666667,1,0.3333,1,0.000801282051282,NON
org.apache.xalan.res.XSLTErrorResources_sk,5,3,0,1,16,8,0,1,3,1.24795082,4275,0.0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1,0.0002339181286549,NON
org.apache.xalan.extensions.SecuritySupport12,9,2,0,9,23,36,9,9,0,2.0,82,0.0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,0,0.0,IL
org.apache.xalan.xsltc.trax.DOM2TO,22,1,0,3,56,221,1,2,20,0.964285714,385,1.0,1,0.0,0.143939394,0,0,16.31818182,2,1.0,0,0.0,NON
org.apache.xalan.xslt.SecuritySupport12,9,2,0,9,23,36,9,9,0,2.0,82,0.0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,0,0.0,IL
org.apache.xalan.xsltc.compiler.VariableRefBase,7,3,3,18,25,0,10,11,7,0.416666667,175,1.0,2,0.934210526,0.357142857,2,4,23.71428571,3,1.1429,0,0.0,IL
org.apache.xalan.templates.ElemCallTemplate,13,4,1,17,51,40,2,15,13,0.638888889,379,0.666666667,3,0.946902655,0.188034188,4,11,27.92307692,2,1.1538,1,0.0052770448548812,NON
org.apache.xalan.xsltc.compiler.util.ErrorMsg,16,1,0,60,34,0,60,2,12,1.027160494,476,0.0462962959999999,0,0.0,0.411111111,0,0,22.0,3,0.6875,1,0.0042016806722689,NON
org.apache.xalan.transformer.TrAXFilter,8,2,0,3,35,0,1,2,7,0.5,172,1.0,1,0.8292682929999999,0.25,1,6,20.25,2,1.125,1,0.0116279069767441,NON
org.apache.xalan.res.XSLTErrorResources_zh_TW,5,3,0,1,16,8,0,1,3,1.24795082,4275,0.0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1,0.0002339181286549,NON
org.apache.xml.dtm.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1.0,0,0.0,0.4,0,0,7.090909091,2,0.9091,0,0.0,IL
org.apache.xalan.lib.sql.QueryParameter,14,1,0,3,21,31,3,0,12,0.7179487179999999,344,1.0,0,0.0,0.512820513,0,0,23.14285714,3,0.8571,0,0.0,IL
org.apache.xml.serializer.SecuritySupport,11,1,1,3,20,53,3,1,0,0.9,90,1.0,0,0.0,0.4,0,0,7.090909091,2,0.9091,0,0.0,IL
org.apache.xalan.xsltc.compiler.CastExpr,9,3,0,57,49,0,34,24,8,0.583333333,546,1.0,2,0.91025641,0.3125,2,8,59.33333333,5,1.3333,1,0.0018315018315018,NON
org.apache.xalan.res.XSLTErrorResources_fr,5,3,0,1,16,8,0,1,3,1.24795082,4275,0.0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1,0.0002339181286549,NON
org.apache.xalan.templates.ElemFallback,5,3,0,6,12,10,3,3,5,2.0,44,0.0,0,0.98,0.7,2,4,7.8,1,0.8,1,0.0454545454545454,NON
org.apache.xalan.xsltc.compiler.ForEach,6,3,0,28,55,3,2,27,5,0.6,318,1.0,2,0.918032787,0.361111111,1,6,51.66666667,9,2.6667,0,0.0,IL
org.apache.xalan.xsltc.runtime.ErrorMessages_ko,3,3,0,0,4,1,0,0,2,0.5,234,1.0,0,0.974358974,1.0,0,0,76.66666667,1,0.3333,1,0.0042735042735042,NON
org.apache.xalan.xsltc.compiler.UnsupportedElement,7,2,0,18,35,7,1,18,6,0.666666667,196,1.0,1,0.9,0.253968254,1,5,26.57142857,5,1.5714,0,0.0,IL
org.apache.xml.utils.Hashtree2Node,2,1,0,1,23,1,1,0,2,2.0,145,0.0,0,0.0,0.5,0,0,71.5,8,4.0,0,0.0,IL
org.apache.xalan.res.XSLTErrorResources_hu,5,3,0,1,16,8,0,1,3,1.24795082,4275,0.0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1,0.0002339181286549,NON
org.apache.xml.dtm.SecuritySupport12,9,2,0,9,23,36,9,9,0,2.0,82,0.0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,0,0.0,IL
org.apache.xalan.trace.TraceManager,17,1,0,45,39,0,30,16,17,0.3125,435,1.0,1,0.0,0.165441176,0,0,24.47058824,4,2.3529,1,0.0045977011494252,NON
org.apache.xalan.xsltc.dom.SAXImpl,81,6,0,58,232,3062,11,54,66,0.962931034,2222,1.0,5,0.7214285709999999,0.1291666669999999,3,8,26.07407407,10,2.037,1,0.0004500450045004,NON
org.apache.xalan.res.XSLTErrorResources_ko,5,3,0,1,16,8,0,1,3,1.24795082,4275,0.0,0,0.926829268,0.333333333,0,0,805.2,2,0.8,1,0.0002339181286549,NON
org.apache.xml.utils.StopParseException,1,4,0,3,2,0,3,0,0,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0,0.0,NON
org.apache.xalan.processor.XSLTElementProcessor,15,3,11,21,50,101,16,7,10,0.8214285709999999,294,1.0,2,0.933333333,0.348148148,0,0,18.46666667,1,0.9333,1,0.0034013605442176,NON
org.apache.xalan.templates.ElemPI,8,3,0,12,33,8,1,11,8,0.428571429,163,1.0,1,0.965517241,0.3,2,5,19.25,16,2.75,1,0.0184049079754601,NON
org.apache.xml.dtm.ref.DTMDefaultBaseTraversers,3,2,1,31,28,3,22,29,3,2.0,226,0.0,0,0.989130435,0.761904762,0,0,74.33333333,5,1.6667,1,0.0088495575221238,NON
org.apache.xalan.xsltc.compiler.Import,5,3,0,15,39,4,0,15,4,0.5,225,1.0,1,0.9375,0.36,2,5,43.8,12,3.0,0,0.0,NON
org.apache.xml.dtm.ref.ExpandedNameTable,14,1,0,24,26,15,22,2,11,0.933110368,405,0.3913043479999999,4,0.0,0.461538462,0,0,26.28571429,11,2.0714,1,0.0024691358024691,NON
org.apache.xalan.xsltc.compiler.XSLTC,60,1,0,25,152,1408,21,8,53,0.903344022,1394,0.837837838,3,0.0,0.11547619,0,0,21.61666667,15,1.75,1,0.0014347202295552,NON
org.apache.xalan.xsltc.compiler.Include,5,3,0,15,40,4,1,15,4,0.5,224,1.0,1,0.9375,0.36,2,5,43.6,12,3.0,0,0.0,IL
org.apache.xalan.xsltc.compiler.util.ErrorMessages_it,3,3,0,0,4,1,0,0,2,0.5,1248,1.0,0,0.974358974,1.0,0,0,414.6666667,1,0.3333,1,0.000801282051282,NON
org.apache.xalan.xsltc.compiler.SecuritySupport12,9,2,0,9,23,36,9,9,0,2.0,82,0.0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,0,0.0,IL
org.apache.xml.dtm.ref.EmptyIterator,15,1,0,3,16,103,2,1,13,0.928571429,47,1.0,1,0.0,0.380952381,0,0,2.066666667,1,0.8667,0,0.0,IL
org.apache.xalan.xsltc.cmdline.Transform,9,1,0,14,71,8,0,14,6,0.7625,670,1.0,1,0.0,0.270833333,0,0,72.33333333,17,3.8889,1,0.0014925373134328,NON
org.apache.xml.serializer.CharInfo,15,1,0,8,51,79,3,5,5,0.869747899,591,0.647058824,1,0.0,0.385714286,0,0,37.26666667,7,1.6667,1,0.0033840947546531,NON
org.apache.xalan.xsltc.dom.ClonedNodeListIterator,10,2,0,3,15,5,1,3,10,0.5555555560000001,65,1.0,1,0.590909091,0.35,1,6,5.3,2,1.0,0,0.0,IL
org.apache.xalan.xsltc.compiler.AttributeSet,8,3,0,26,59,6,3,25,7,0.80952381,314,1.0,3,0.895522388,0.3,2,5,37.5,9,2.5,1,0.0031847133757961,NON
org.apache.xalan.xsltc.compiler.util.ErrorMessages_ja,3,3,0,0,4,1,0,0,2,0.5,1248,1.0,0,0.974358974,1.0,0,0,414.6666667,1,0.3333,1,0.000801282051282,NON
org.apache.xalan.templates.ElemUse,7,3,4,9,15,0,4,6,6,0.166666667,121,1.0,1,0.97029703,0.428571429,0,0,16.14285714,2,1.0,1,0.0082644628099173,NON
org.apache.xalan.xsltc.runtime.ErrorMessages_ru,3,3,0,0,4,1,0,0,2,0.5,234,1.0,0,0.974358974,1.0,0,0,76.66666667,1,0.3333,1,0.0042735042735042,NON
org.apache.xml.serializer.ToStream,74,2,3,23,189,1615,4,20,44,0.8555417190000001,3057,0.727272727,3,0.54375,0.154440154,2,12,40.01351351,12,1.6216,1,0.0029440628066732,NON
org.apache.xalan.xsltc.dom.DOMWSFilter,2,1,0,11,12,0,4,7,2,0.4,116,1.0,4,0.0,0.625,0,0,54.5,9,4.5,1,0.0086206896551724,NON
org.apache.xpath.XPathContext,78,2,0,168,143,2203,152,21,76,0.93452381,1065,0.791666667,13,0.2,0.06993007,0,0,12.34615385,5,1.2821,1,0.0018779342723004,NON
