className,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bugDensity,type
org.apache.log4j.varia.ReloadingPropertyConfigurator,2,1,0,3,4,1,0,3,2,1.0,12,0.0,1,0.0,0.666666667,0,0,4.5,1,0.5,1,0.1666666666666666,NON
org.apache.log4j.DailyRollingFileAppender,10,3,0,8,42,0,0,8,5,0.8666666670000001,435,0.2,1,0.825,0.311111111,1,1,41.0,6,1.6,1,0.0091954022988505,NON
org.apache.log4j.net.JMSSink,5,1,0,9,31,10,0,9,2,0.875,151,0.0,0,0.0,0.3,0,0,28.8,4,1.6,1,0.0198675496688741,NON
org.apache.log4j.lf5.viewer.LogFactor5InputDialog,4,7,0,5,25,0,4,4,3,0.666666667,125,0.5,0,0.996865204,0.45,0,0,29.75,3,1.0,1,0.016,NON
org.apache.log4j.helpers.BoundedFIFO,10,1,0,3,17,0,2,1,9,0.5555555560000001,249,0.0,1,0.0,0.466666667,0,0,23.4,5,2.1,1,0.0080321285140562,NON
org.apache.log4j.spi.LoggingEvent,18,1,0,62,55,99,52,11,12,0.885154062,395,0.476190476,4,0.0,0.209150327,0,0,19.77777778,5,1.5556,1,0.0126582278481012,NON
org.apache.log4j.lf5.viewer.LogTableRowRenderer,3,6,0,4,13,1,1,3,2,0.75,59,1.0,0,0.996992481,0.444444444,1,1,18.0,2,1.0,1,0.0508474576271186,NON
org.apache.log4j.varia.HUPNode,2,1,0,4,15,0,1,3,2,0.25,77,0.0,1,0.0,0.666666667,0,0,35.5,2,1.0,0,0.0,NAN
org.apache.log4j.spi.RootCategory,4,3,0,6,7,6,2,4,4,2.0,30,0.0,0,0.945454545,0.875,1,1,6.5,2,1.0,1,0.0666666666666666,NON
org.apache.log4j.lf5.viewer.LogFactor5ErrorDialog,1,7,0,4,14,0,3,2,1,2.0,56,0.0,0,1.0,1.0,0,0,55.0,0,0.0,1,0.0357142857142857,NON
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryImmediateEditor,5,2,0,4,20,8,1,3,3,0.75,121,1.0,1,0.870967742,0.333333333,1,3,22.8,2,1.4,1,0.0165289256198347,NON
org.apache.log4j.helpers.Transform,2,1,0,2,9,1,2,0,2,2.0,59,0.0,0,0.0,0.5,0,0,28.5,6,3.0,1,0.0508474576271186,NON
org.apache.log4j.WriterAppender,20,2,2,10,40,112,4,6,13,0.684210526,296,1.0,1,0.514285714,0.19375,1,3,13.65,5,1.85,1,0.0101351351351351,NON
org.apache.log4j.helpers.SyslogQuietWriter,4,4,0,3,10,0,1,2,4,0.5,41,0.0,0,0.875,0.5,2,2,8.75,1,0.75,1,0.048780487804878,NON
org.apache.log4j.chainsaw.LoggingReceiver,6,2,0,5,25,5,2,4,1,0.8,94,0.75,2,0.938461538,0.24,1,1,14.0,1,0.6667,1,0.0319148936170212,NON
org.apache.log4j.lf5.AppenderFinalizer,2,1,0,2,5,0,1,1,1,0.0,19,1.0,1,0.0,0.75,0,0,8.0,1,0.5,1,0.1052631578947368,NON
org.apache.log4j.helpers.AppenderAttachableImpl,9,1,0,6,23,0,3,3,9,0.125,208,1.0,0,0.0,0.416666667,0,0,22.0,5,3.3333,1,0.0096153846153846,NON
org.apache.log4j.lf5.util.Resource,7,1,0,3,11,15,3,1,7,0.666666667,49,1.0,0,0.0,0.642857143,0,0,5.857142857,2,0.8571,1,0.0408163265306122,NON
org.apache.log4j.RollingCalendar,5,3,0,1,15,0,1,0,2,0.0,170,0.0,0,0.975206612,0.4,0,0,32.8,3,1.0,0,0.0,NAN
org.apache.log4j.lf5.LogRecord,28,1,2,17,46,306,16,1,26,0.912457912,236,1.0,1,0.0,0.2592592589999999,0,0,7.035714286,4,1.1429,1,0.0084745762711864,NON
org.apache.log4j.test.X1LoggerFactory,2,1,0,3,4,1,1,3,2,2.0,10,0.0,0,0.0,0.75,0,0,4.0,1,0.5,0,0.0,NAN
org.apache.log4j.helpers.AbsoluteTimeDateFormat,5,3,2,4,17,8,4,0,4,1.1,148,0.4,0,0.951219512,0.357142857,1,3,27.6,7,1.6,1,0.0202702702702702,NON
org.apache.log4j.helpers.ThreadLocalMap,2,3,0,1,4,1,1,0,2,2.0,15,0.0,0,0.933333333,0.75,0,0,6.5,2,1.0,1,0.1333333333333333,NON
org.apache.log4j.lf5.viewer.configure.MRUFileManager,17,1,0,1,51,84,1,0,11,0.864583333,344,0.666666667,0,0.0,0.305882353,0,0,18.88235294,4,1.5294,1,0.005813953488372,NON
org.apache.log4j.net.SocketNode,4,1,0,9,25,0,3,6,2,0.7333333329999999,126,0.0,2,0.0,0.416666667,0,0,29.25,2,0.75,1,0.0158730158730158,NON
org.apache.log4j.lf5.viewer.LogTable,10,5,0,20,41,25,16,5,8,0.930555556,311,1.0,2,0.989130435,0.28,3,3,28.5,3,1.5,1,0.0096463022508038,NON
org.apache.log4j.AppenderSkeleton,20,1,12,27,31,140,18,9,19,0.879699248,175,1.0,5,0.0,0.2,0,0,7.4,4,1.35,1,0.0228571428571428,NON
org.apache.log4j.Level,6,2,0,24,9,0,24,1,4,0.2,146,0.0,7,0.666666667,0.45,0,0,22.16666667,9,3.3333,1,0.0342465753424657,NON
org.apache.log4j.spi.DefaultRepositorySelector,2,1,0,3,3,0,1,2,2,0.0,12,0.0,1,0.0,0.75,0,0,4.5,1,0.5,1,0.1666666666666666,NON
org.apache.log4j.lf5.util.DateFormatManager,23,1,0,2,32,9,2,0,22,0.420454545,325,1.0,0,0.0,0.326086957,0,0,12.95652174,2,0.8261,1,0.0092307692307692,NON
org.apache.log4j.performance.NotLogging,8,1,0,6,31,22,0,6,2,0.942857143,325,0.0,7,0.0,0.285714286,0,0,38.375,5,2.0,0,0.0,NON
org.apache.log4j.test.ROFile,7,1,0,2,21,17,0,2,2,0.666666667,90,0.0,1,0.0,0.277777778,0,0,11.57142857,2,1.0,1,0.0111111111111111,IL
org.apache.log4j.net.test.SMTPMin,7,1,0,4,32,17,0,4,2,0.666666667,155,0.0,1,0.0,0.277777778,0,0,20.85714286,2,1.0,1,0.0129032258064516,IL
org.apache.log4j.varia.StringMatchFilter,8,2,0,3,13,0,0,3,8,0.8214285709999999,87,0.0,0,0.363636364,0.375,0,0,9.375,5,1.625,1,0.0344827586206896,NON
org.apache.log4j.Logger,7,2,2,25,15,21,25,3,4,1.0,47,0.5,0,0.903846154,0.291666667,1,1,5.428571429,1,0.7143,1,0.1063829787234042,NON
org.apache.log4j.lf5.viewer.configure.ConfigurationManager,28,1,0,10,105,268,1,10,4,1.002178649,962,1.0,2,0.0,0.173076923,0,0,32.75,5,1.7857,1,0.0031185031185031,NON
org.apache.log4j.xml.XMLWatchdog,2,3,0,4,6,1,1,4,1,2.0,14,0.0,0,0.984848485,0.75,1,1,6.0,1,0.5,0,0.0,NAN
org.apache.log4j.Priority,12,1,1,35,17,44,35,1,10,0.981818182,150,0.0,5,0.0,0.290909091,0,0,10.25,3,1.0833,1,0.02,NON
org.apache.log4j.spi.ErrorHandler,6,1,0,20,6,15,17,4,6,2.0,6,0.0,0,0.0,0.404761905,0,0,0.0,1,1.0,1,0.3333333333333333,NON
org.apache.log4j.varia.ExternallyRolledFileAppender,4,4,0,4,10,0,2,3,4,0.916666667,48,0.0,1,0.931818182,0.625,0,0,10.0,3,1.25,1,0.0625,NON
org.apache.log4j.chainsaw.ControlPanel,3,5,0,12,35,3,8,11,0,1.0,407,0.5,1,0.998394864,0.5,0,0,134.0,1,0.3333,1,0.0073710073710073,NON
org.apache.log4j.lf5.util.LogFileParser,20,1,0,8,60,178,2,8,4,1.004048583,387,0.230769231,2,0.0,0.270676692,0,0,17.7,7,1.45,1,0.0051679586563307,NON
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerLogRecordFilter,4,1,0,5,14,0,0,5,3,0.0,45,1.0,1,0.0,0.5,0,0,10.0,2,1.0,1,0.0444444444444444,NON
org.apache.log4j.helpers.OptionConverter,15,1,0,19,60,103,16,5,12,0.918367347,760,0.0,0,0.0,0.1607142859999999,0,0,49.2,11,3.2,1,0.0052631578947368,NON
org.apache.log4j.spi.ThrowableInformation,3,1,0,6,9,0,5,1,3,0.833333333,41,0.666666667,0,0.0,0.666666667,0,0,11.66666667,2,1.0,1,0.1219512195121951,NON
org.apache.log4j.xml.XMLLayout,6,2,0,5,24,3,0,5,6,0.8,239,1.0,0,0.615384615,0.444444444,0,0,38.16666667,6,1.6667,1,0.0251046025104602,NON
org.apache.log4j.or.RendererMap,11,1,0,9,32,29,5,5,8,0.666666667,197,0.0,1,0.0,0.283333333,0,0,16.63636364,4,1.7273,1,0.0101522842639593,NON
org.apache.log4j.chainsaw.Main,6,6,0,9,52,9,1,9,1,0.95,279,0.5,1,0.993660856,0.25,0,0,44.83333333,2,0.8333,1,0.007168458781362,NON
org.apache.log4j.jmx.Agent,4,1,0,3,15,4,1,2,2,0.833333333,68,0.0,1,0.0,0.5,0,0,15.5,1,0.5,1,0.0294117647058823,NON
org.apache.log4j.spi.LoggerRepository,15,1,0,27,15,105,22,6,15,2.0,15,0.0,0,0.0,0.2166666669999999,0,0,0.0,1,1.0,1,0.2,NON
org.apache.log4j.test.StressAsyncAppender,10,2,0,2,37,23,0,2,7,0.833333333,301,0.0,1,0.8840579709999999,0.2,0,0,28.1,4,1.7,1,0.0033222591362126,IL
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryAbstractCellEditor,16,1,1,3,28,78,3,0,13,0.7333333329999999,213,0.8,0,0.0,0.208333333,0,0,12.0,5,1.875,1,0.0093896713615023,NON
org.apache.log4j.AsyncAppender,15,2,0,9,43,19,1,9,15,0.8214285709999999,279,0.0,3,0.5625,0.255555556,1,2,17.2,5,1.2667,1,0.017921146953405,NON
org.apache.log4j.helpers.DateTimeDateFormat,4,4,0,3,15,4,2,1,4,0.333333333,80,0.0,0,0.953488372,0.357142857,1,3,18.75,2,0.75,1,0.05,IL
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNode,20,2,0,15,30,142,15,0,16,0.8,191,1.0,0,0.7361111109999999,0.3125,2,3,8.3,3,1.25,1,0.0157068062827225,NON
org.apache.log4j.varia.Roller,7,1,0,2,32,15,0,2,1,0.625,168,0.0,1,0.0,0.277777778,0,0,22.42857143,2,1.1429,1,0.0119047619047619,IL
org.apache.log4j.lf5.util.AdapterLogRecord,9,2,0,3,24,22,1,2,5,0.708333333,113,1.0,1,0.787878788,0.34375,2,3,11.22222222,2,1.0,1,0.0176991150442477,NON
org.apache.log4j.net.SyslogAppender,16,2,0,7,35,58,0,7,15,1.002380952,460,0.071428571,1,0.580645161,0.260416667,1,3,26.0,22,4.0625,1,0.0217391304347826,NON
org.apache.log4j.SimpleLayout,4,2,0,5,11,4,2,3,4,0.666666667,48,0.0,0,0.727272727,0.625,0,0,10.75,1,0.75,1,0.0416666666666666,NON
org.apache.log4j.or.sax.AttributesRenderer,2,1,0,1,11,1,0,1,2,2.0,58,0.0,0,0.0,0.75,0,0,28.0,4,2.0,1,0.0344827586206896,NON
org.apache.log4j.lf5.LogRecordFilter,1,1,0,8,1,0,7,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,2.0,NON
org.apache.log4j.helpers.OnlyOnceErrorHandler,8,1,0,6,11,22,1,5,8,0.857142857,53,0.0,0,0.0,0.3392857139999999,0,0,5.25,2,1.125,1,0.0377358490566037,NON
org.apache.log4j.TTCCLayout,10,3,0,5,23,0,1,4,10,0.611111111,172,1.0,0,0.6521739129999999,0.375,1,1,15.8,5,1.2,1,0.0116279069767441,NON
org.apache.log4j.BasicConfigurator,4,1,0,13,10,6,6,7,3,2.0,27,0.0,0,0.0,0.25,0,0,5.75,1,0.75,1,0.074074074074074,NON
org.apache.log4j.helpers.CountingQuietWriter,4,4,0,3,8,0,1,2,4,0.333333333,38,1.0,0,0.875,0.4,2,2,8.25,1,0.75,1,0.0526315789473684,IL
org.apache.log4j.lf5.util.ResourceUtils,3,1,0,2,11,3,2,1,3,2.0,46,0.0,0,0.0,0.5555555560000001,0,0,14.33333333,2,1.3333,1,0.0434782608695652,NON
org.apache.log4j.test.Finalize,9,1,0,3,34,34,0,3,2,0.875,167,0.0,1,0.0,0.175,0,0,17.33333333,3,1.4444,1,0.0059880239520958,NAN
org.apache.log4j.spi.RepositorySelector,1,1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,2.0,NON
org.apache.log4j.helpers.PatternParser,8,1,0,16,42,8,4,15,2,0.956043956,708,0.461538462,3,0.0,0.375,0,0,84.25,21,4.75,1,0.0042372881355932,NON
org.apache.log4j.jmx.AbstractDynamicMBean,12,1,4,6,31,64,4,2,11,0.954545455,167,0.0,0,0.0,0.2037037039999999,0,0,12.75,4,1.4167,1,0.0119760479041916,NON
org.apache.log4j.lf5.Log4JLogRecord,3,2,0,5,10,3,2,3,3,2.0,57,0.0,0,0.928571429,0.666666667,2,3,18.0,3,1.6667,1,0.0350877192982456,NON
org.apache.log4j.net.DefaultEvaluator,2,1,0,5,4,1,1,4,1,2.0,10,0.0,0,0.0,0.75,0,0,4.0,1,0.5,0,0.0,NON
org.apache.log4j.xml.DOMConfigurator,29,1,0,24,115,356,6,19,11,0.992277992,1589,0.0,1,0.0,0.163265306,0,0,52.51724138,18,3.2069,1,0.0050346129641283,NON
org.apache.log4j.spi.NullWriter,4,2,0,1,5,6,1,0,3,2.0,10,0.0,0,0.8125,0.5,1,1,1.5,1,0.75,1,0.1,NAN
org.apache.log4j.chainsaw.LoadXMLAction,5,2,0,4,32,4,1,3,1,0.708333333,200,0.833333333,2,0.85,0.4,0,0,37.8,2,0.8,1,0.01,NON
org.apache.log4j.lf5.util.ProductProperties,20,1,0,5,37,116,2,3,14,0.754385965,209,1.0,1,0.0,0.3157894739999999,0,0,9.3,3,0.95,0,0.0,NON
org.apache.log4j.NDC,13,1,0,12,42,0,10,2,10,0.666666667,295,0.0,0,0.0,0.083333333,0,0,21.46153846,6,2.3077,1,0.0101694915254237,NON
org.apache.log4j.chainsaw.ExitAction,4,2,0,4,11,4,3,1,1,0.8888888890000001,41,0.333333333,2,0.894736842,0.444444444,0,0,8.5,1,0.5,1,0.048780487804878,NON
org.apache.log4j.PatternLayout,8,2,0,10,16,18,6,4,7,0.875,103,0.75,1,0.571428571,0.5,0,0,10.875,3,1.0,1,0.0485436893203883,NON
org.apache.log4j.lf5.viewer.LogTableColumn,9,1,0,5,20,16,4,1,8,0.916666667,207,0.25,10,0.0,0.333333333,1,1,20.66666667,3,1.0,1,0.0144927536231884,NON
org.apache.log4j.Hierarchy,25,1,0,17,69,200,2,15,22,0.856481481,586,0.222222222,4,0.0,0.16,0,0,22.08,6,1.92,1,0.0034129692832764,NON
org.apache.log4j.net.SMTPAppender,25,2,0,10,73,226,0,10,20,0.8875,436,0.9,2,0.43902439,0.24,1,2,16.04,7,1.56,1,0.0206422018348623,NAN
org.apache.log4j.lf5.PassingLogRecordFilter,3,1,0,3,4,3,1,2,3,2.0,9,0.0,0,0.0,0.666666667,0,0,2.0,1,0.6667,1,0.2222222222222222,NON
org.apache.log4j.ProvisionNode,1,4,0,2,3,0,1,1,0,2.0,7,0.0,0,1.0,1.0,0,0,6.0,0,0.0,1,0.4285714285714285,NON
org.apache.log4j.PropertyConfigurator,18,1,0,35,79,135,19,18,9,0.966911765,762,0.1875,1,0.0,0.277777778,0,0,40.44444444,10,2.6667,1,0.0052493438320209,NON
org.apache.log4j.xml.examples.XMLSample,7,1,0,2,26,17,0,2,2,0.666666667,131,0.0,1,0.0,0.277777778,0,0,17.42857143,2,1.0,1,0.0305343511450381,IL
org.apache.log4j.varia.DenyAllFilter,4,2,0,2,5,6,0,2,4,2.0,12,0.0,0,0.571428571,0.5,0,0,2.0,1,0.75,1,0.1666666666666666,NON
org.apache.log4j.spi.AppenderAttachable,7,1,0,5,7,21,4,1,7,2.0,7,0.0,0,0.0,0.571428571,0,0,0.0,1,1.0,1,0.2857142857142857,NON
org.apache.log4j.net.SocketHubAppender,12,2,0,5,30,18,1,5,11,0.654545455,205,0.8,1,0.642857143,0.333333333,1,2,15.66666667,6,1.4167,1,0.0097560975609756,NON
org.apache.log4j.lf5.viewer.LogFactor5AboutDialog,2,6,0,4,33,1,2,3,1,2.0,184,0.0,0,0.998417722,0.75,0,0,91.0,1,0.5,0,0.0,NON
org.apache.log4j.jmx.AppenderDynamicMBean,12,2,0,11,66,0,1,10,6,0.75,681,0.666666667,2,0.523809524,0.190909091,1,1,54.75,6,1.3333,1,0.0044052863436123,NON
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryPath,8,1,0,6,23,0,5,1,8,0.0,154,1.0,0,0.0,0.34375,0,0,18.125,2,1.0,1,0.0129870129870129,NON
org.apache.log4j.lf5.DefaultLF5Configurator,4,1,0,3,15,6,0,3,2,1.0,54,0.0,0,0.0,0.3125,0,0,12.25,1,0.75,1,0.037037037037037,NON
org.apache.log4j.lf5.StartLogFactor5,2,1,0,3,10,1,0,3,2,2.0,20,0.0,0,0.0,0.5,0,0,9.0,1,0.5,1,0.1,NON
org.apache.log4j.test.ShortSocketServer,6,1,0,5,32,9,0,5,2,0.666666667,148,0.0,1,0.0,0.333333333,0,0,23.16666667,2,1.0,1,0.0067567567567567,IL
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeEditorRenderer,3,7,0,2,5,3,1,1,3,2.0,21,0.0,0,0.997122302,0.466666667,1,1,6.0,1,0.6667,1,0.1428571428571428,NON
org.apache.log4j.MDC,10,1,0,4,19,5,2,2,4,0.416666667,123,0.0,1,0.0,0.481481481,0,0,10.9,3,1.5,1,0.024390243902439,NON
org.apache.log4j.lf5.viewer.categoryexplorer.TreeModelAdapter,5,1,1,1,6,10,1,0,5,2.0,12,0.0,0,0.0,0.9,0,0,1.4,1,0.8,1,0.1666666666666666,NON
org.apache.log4j.ConsoleAppender,8,3,0,11,18,8,7,4,6,0.857142857,116,0.333333333,0,0.871794872,0.541666667,2,5,13.125,3,1.0,1,0.0603448275862069,NON
org.apache.log4j.lf5.viewer.FilteredLogTableModel,21,2,0,16,55,116,12,4,13,0.67,361,1.0,1,0.444444444,0.345238095,1,1,15.95238095,3,1.4762,1,0.0055401662049861,NON
org.apache.log4j.lf5.util.StreamUtils,5,1,0,1,14,10,1,0,5,1.25,57,0.0,0,0.0,0.45,0,0,10.2,1,0.8,1,0.0350877192982456,NON
org.apache.log4j.helpers.ISO8601DateFormat,5,4,0,3,16,8,2,1,4,0.875,215,1.0,0,0.953488372,0.357142857,1,3,41.6,9,2.0,1,0.0186046511627906,NON
org.apache.log4j.lf5.viewer.LogFactor5Dialog,7,6,3,3,28,19,3,0,1,0.833333333,202,1.0,0,0.992138365,0.291666667,2,3,27.71428571,3,1.5714,1,0.0099009900990099,NON
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNodeRenderer,5,6,1,4,36,4,3,1,3,0.75,176,0.75,0,0.995670996,0.375,1,1,33.4,4,1.2,1,0.0170454545454545,NON
org.apache.log4j.spi.VectorWriter,9,3,0,2,18,0,1,1,8,0.0,88,1.0,0,0.876923077,0.416666667,1,1,8.666666667000001,2,1.0,1,0.0113636363636363,NAN
org.apache.log4j.test.DefaultInit,5,1,0,1,13,8,0,1,2,0.875,44,0.0,1,0.0,0.333333333,0,0,7.4,1,0.6,1,0.0227272727272727,NON
org.apache.log4j.lf5.viewer.LogTableColumnFormatException,1,3,0,2,2,0,2,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,1,0.6,NON
org.apache.log4j.varia.LevelMatchFilter,6,2,0,5,10,0,0,5,6,0.5,62,0.0,1,0.444444444,0.375,1,1,9.0,5,1.6667,1,0.032258064516129,NON
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryElement,4,1,0,2,5,0,2,0,4,0.333333333,21,1.0,0,0.0,0.75,0,0,4.0,1,0.5,1,0.0952380952380952,NON
org.apache.log4j.chainsaw.MyTableModel,26,2,0,19,72,91,15,5,15,0.815555556,640,0.833333333,4,0.4,0.222857143,1,1,22.92307692,10,1.8462,1,0.003125,NON
org.apache.log4j.jmx.LoggerDynamicMBean,14,2,0,9,63,27,1,8,7,0.7521367520000001,530,0.7777777779999999,2,0.47826087,0.184615385,2,4,36.21428571,2,1.0,1,0.0075471698113207,NON
org.apache.log4j.spi.OptionHandler,1,1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,2.0,NON
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerModel,16,2,0,17,49,106,13,5,14,0.8,426,1.0,0,0.673913043,0.285714286,0,0,25.4375,6,2.375,1,0.0070422535211267,NON
org.apache.log4j.spi.HierarchyEventListener,2,1,0,5,2,1,3,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,1.0,NON
org.apache.log4j.jdbc.JDBCAppender,21,2,0,6,45,150,0,6,17,0.78125,279,1.0,0,0.473684211,0.295238095,1,2,11.9047619,2,1.0952,1,0.014336917562724,NON
org.apache.log4j.lf5.LogLevelFormatException,1,3,0,4,2,0,4,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,1,0.4,NON
org.apache.log4j.RollingFileAppender,12,3,1,12,36,0,2,10,10,0.454545455,291,1.0,0,0.7857142859999999,0.260416667,1,6,23.08333333,5,1.25,1,0.0137457044673539,NON
org.apache.log4j.lf5.LogLevel,18,1,0,17,36,113,16,1,16,0.919504644,442,0.421052632,14,0.0,0.132352941,1,1,22.5,3,1.5,1,0.004524886877828,NON
org.apache.log4j.lf5.viewer.LF5SwingUtils,8,1,0,3,20,28,1,2,4,2.0,89,0.0,0,0.0,0.203125,0,0,10.125,4,2.125,1,0.0224719101123595,NON
org.apache.log4j.test.StressNDC,9,2,0,3,36,8,0,3,7,0.822916667,311,0.0,1,0.897058824,0.21875,0,0,32.22222222,7,2.0,0,0.0,NON
org.apache.log4j.jmx.HierarchyDynamicMBean,17,2,0,11,74,34,1,10,12,0.818181818,592,0.727272727,2,0.423076923,0.166666667,2,4,33.17647059,2,0.9412,1,0.0084459459459459,NON
org.apache.log4j.PropertyWatchdog,2,3,0,4,6,1,1,4,1,2.0,14,0.0,0,0.984848485,0.75,1,1,6.0,1,0.5,0,0.0,NAN
org.apache.log4j.chainsaw.DetailPanel,6,5,0,5,46,11,1,4,1,0.88,251,0.8,2,0.993610224,0.3,0,0,40.0,8,2.5,1,0.0079681274900398,NON
org.apache.log4j.lf5.viewer.TrackingAdjustmentListener,2,1,0,2,9,0,2,0,2,0.0,42,1.0,0,0.0,0.75,0,0,19.5,3,1.5,1,0.0476190476190476,NON
org.apache.log4j.test.Shallow,8,1,0,5,40,24,0,5,2,0.7142857140000001,331,0.0,1,0.0,0.214285714,0,0,40.125,2,1.125,1,0.0030211480362537,NON
org.apache.log4j.varia.HUP,2,2,0,3,16,0,1,3,1,0.0,51,0.0,1,0.983870968,0.666666667,0,0,23.5,2,1.0,0,0.0,NAN
org.apache.log4j.jmx.MethodUnion,1,1,0,2,2,0,2,0,0,2.0,12,0.0,0,0.0,1.0,0,0,9.0,0,0.0,1,0.1666666666666666,NON
org.apache.log4j.spi.LoggerFactory,1,1,0,8,1,0,8,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1,2.0,NON
org.apache.log4j.config.PropertyGetter,6,1,0,3,25,11,1,2,3,0.68,154,0.6,0,0.0,0.44,0,0,23.83333333,8,2.3333,1,0.0129870129870129,NON
org.apache.log4j.performance.Logging,8,1,0,3,30,12,0,3,2,0.666666667,228,0.0,1,0.0,0.321428571,0,0,26.75,4,1.75,0,0.0,IL
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerTree,7,5,0,12,28,0,7,6,4,0.416666667,120,1.0,1,0.993506494,0.428571429,1,1,15.85714286,2,0.8571,1,0.025,NON
org.apache.log4j.helpers.Loader,6,1,0,4,25,9,2,2,4,0.933333333,142,0.333333333,0,0.0,0.2666666669999999,0,0,22.16666667,6,1.5,1,0.0211267605633802,NON
org.apache.log4j.config.PropertyPrinter,10,1,0,8,42,39,1,7,6,0.644444444,328,1.0,0,0.0,0.314285714,0,0,31.3,9,2.8,1,0.0121951219512195,NON
org.apache.log4j.jmx.LayoutDynamicMBean,10,2,0,9,54,1,1,8,5,0.7777777779999999,470,0.666666667,2,0.578947368,0.253968254,2,2,44.8,6,1.3,1,0.0042553191489361,NON
org.apache.log4j.net.TelnetAppender,7,2,0,4,16,3,1,4,6,0.583333333,81,1.0,1,0.75,0.428571429,1,1,10.28571429,4,1.2857,1,0.0246913580246913,NON
org.apache.log4j.test.SysoutConfigurator,2,1,0,7,7,1,0,7,2,2.0,15,0.0,0,0.0,0.666666667,0,0,6.5,1,0.5,1,0.0666666666666666,NON
org.apache.log4j.FileAppender,17,3,2,9,36,14,3,6,14,0.546875,272,1.0,0,0.723404255,0.333333333,1,11,14.76470588,2,0.9412,1,0.0147058823529411,NON
org.apache.log4j.DefaultCategoryFactory,2,1,0,4,4,1,2,2,1,2.0,10,0.0,0,0.0,0.75,0,0,4.0,1,0.5,1,0.2,NON
org.apache.log4j.HTMLLayout,13,2,0,6,35,46,0,6,11,0.916666667,758,0.375,0,0.421052632,0.236111111,1,1,56.69230769,7,1.6154,1,0.0039577836411609,NON
org.apache.log4j.lf5.viewer.LogBrokerMonitor,105,1,0,55,321,4900,40,51,22,0.959880637,2443,0.965517241,5,0.0,0.072380952,0,0,21.99047619,6,1.5238,1,0.0008186655751125,NON
