Project,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max.cc.,avg.cc.,bugs,defective
velocity,org.apache.velocity.util.introspection.ChainableUberspector,1,1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTMethod,7,2,0,21,44,0,5,18,6,0.5,427,1.0,1,0.85714287,0.3877551,1,2,59.42857,2,0.85714287,3,True
velocity,org.apache.velocity.runtime.parser.node.ASTGENode,5,2,0,11,18,10,4,9,5,2.0,129,0.0,0,0.90909094,0.4,1,1,24.8,1,0.6,1,True
velocity,org.apache.velocity.runtime.resource.loader.URLResourceLoader,8,2,0,7,41,2,0,7,6,0.6,425,0.8,0,0.6315789,0.325,1,2,51.5,6,1.875,0,False
velocity,org.apache.velocity.app.event.EventHandlerUtil,12,1,0,21,35,66,6,15,9,2.0,337,0.0,0,0.0,0.29545453,0,0,27.083334,7,2.0,0,False
velocity,org.apache.velocity.app.event.EventCartridge,15,1,0,17,28,29,9,10,15,0.6904762,371,0.8333333,0,0.0,0.17777778,0,0,23.333334,7,1.8666667,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTSubtractNode,3,3,0,7,6,3,4,4,3,2.0,16,0.0,0,0.9722222,0.53333336,1,1,4.3333335,1,0.33333334,0,False
velocity,org.apache.velocity.util.introspection.UberspectImpl,9,1,2,26,45,10,2,24,8,0.8,374,0.4,2,0.0,0.36507937,0,0,40.0,1,0.8888889,2,True
velocity,org.apache.velocity.util.introspection.UberspectImpl$VelSetterImpl,5,1,0,3,10,0,1,2,4,0.25,37,1.0,1,0.0,0.46666667,0,0,6.2,2,0.8,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTStringLiteral,8,2,0,14,43,8,4,12,8,0.62857145,376,1.0,1,0.8333333,0.265625,1,2,45.375,5,1.875,0,False
velocity,org.apache.velocity.app.event.implement.IncludeNotFound,3,1,0,5,12,0,0,5,3,0.875,61,0.75,1,0.0,0.5555556,0,0,18.0,4,1.6666666,1,True
velocity,org.apache.velocity.runtime.parser.node.BooleanPropertyExecutor,4,3,0,7,26,6,1,6,2,1.0,132,0.0,0,0.7777778,0.5833333,2,2,31.75,4,1.25,0,False
velocity,org.apache.velocity.app.FieldMethodizer,7,1,0,1,26,1,0,1,6,0.0,149,1.0,0,0.0,0.4642857,0,0,20.142857,4,1.0,0,False
velocity,org.apache.velocity.context.InternalHousekeepingContext,17,1,0,5,17,136,3,2,17,2.0,17,0.0,0,0.0,0.21008404,0,0,0.0,1,1.0,1,True
velocity,org.apache.velocity.exception.MethodInvocationException,8,5,0,46,14,6,43,3,8,0.8095238,79,1.0,0,0.6666667,0.375,1,1,8.125,1,0.875,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTSetDirective,7,2,0,16,36,9,4,14,5,0.6041667,271,0.875,3,0.85714287,0.3265306,1,1,36.57143,1,0.71428573,0,False
velocity,org.apache.velocity.runtime.VelocimacroManager$MacroEntry,7,1,0,5,12,9,1,4,4,0.6944444,78,1.0,2,0.0,0.3809524,0,0,9.285714,1,0.71428573,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTModNode,3,3,0,9,14,3,4,6,3,2.0,48,0.0,0,0.9722222,0.53333336,2,2,15.0,3,1.0,0,False
velocity,org.apache.velocity.runtime.VelocimacroManager,14,1,0,7,33,47,1,6,9,0.72115386,344,1.0,0,0.0,0.3846154,0,0,23.0,9,2.5714285,1,True
velocity,org.apache.velocity.runtime.parser.node.ASTDivNode,3,3,0,9,14,3,4,6,3,2.0,48,0.0,0,0.9722222,0.53333336,2,2,15.0,3,1.0,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTIntegerRange,4,2,0,9,19,6,4,7,4,2.0,133,0.0,0,0.9375,0.41666666,1,1,32.25,1,0.5,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTComment,6,2,0,9,15,11,3,8,5,0.8,73,1.0,0,0.90909094,0.4,0,0,10.833333,4,1.0,1,True
velocity,org.apache.velocity.app.event.NullSetEventHandler,1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,False
velocity,org.apache.velocity.runtime.directive.Parse,5,3,0,14,36,8,0,14,5,0.75,322,1.0,0,0.71428573,0.44,1,1,63.2,1,0.8,2,True
velocity,org.apache.velocity.runtime.log.SimpleLog4JLogSystem,6,1,0,8,30,0,0,8,4,0.33333334,163,1.0,1,0.0,0.41666666,0,0,25.666666,2,1.3333334,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTText,5,2,0,9,13,8,4,7,5,0.75,41,1.0,0,0.90909094,0.4,0,0,7.0,1,0.6,4,True
velocity,org.apache.velocity.io.UnicodeInputStream$1,0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,False
velocity,org.apache.velocity.runtime.log.AvalonLogChute,10,1,1,12,46,0,1,11,7,0.8148148,357,0.5,1,0.0,0.42222223,0,0,34.1,2,1.1,2,True
velocity,org.apache.velocity.util.MapFactory,3,1,0,2,13,1,2,0,2,0.5,95,1.0,0,0.0,0.5,0,0,30.333334,4,1.3333334,1,True
velocity,org.apache.velocity.runtime.directive.VelocimacroProxy,9,2,0,18,44,6,4,14,9,0.7638889,415,1.0,1,0.5294118,0.25,0,0,44.11111,2,1.0,7,True
velocity,org.apache.velocity.util.introspection.AbstractChainableUberspector,7,2,1,8,13,0,1,7,7,0.16666667,71,1.0,1,0.5714286,0.47619048,0,0,9.0,1,0.85714287,2,True
velocity,org.apache.velocity.runtime.parser.node.ASTNENode,6,2,0,11,24,15,4,9,5,2.0,207,0.0,0,0.88235295,0.33333334,2,2,33.5,2,0.8333333,0,False
velocity,org.apache.velocity.util.introspection.ClassMap$MethodCache,8,1,0,6,24,16,1,6,1,0.64285713,327,1.0,2,0.0,0.3469388,0,0,39.125,4,1.5,0,False
velocity,org.apache.velocity.runtime.log.ServletLogChute,9,1,0,2,27,18,0,2,7,0.825,236,0.4,0,0.0,0.4,0,0,24.666666,5,1.8888888,2,True
velocity,org.apache.velocity.runtime.resource.Resource,19,1,2,25,22,129,22,4,19,0.9166667,130,1.0,2,0.0,0.20300752,0,0,5.3157897,3,1.0526316,1,True
velocity,org.apache.velocity.runtime.parser.ParserConstants,1,1,0,2,1,0,2,0,0,2.0,352,0.0,0,0.0,0.0,0,0,276.0,0,0.0,6,True
velocity,org.apache.velocity.runtime.parser.node.MapSetExecutor,4,2,0,4,18,0,1,3,2,0.5555556,128,0.33333334,0,0.5714286,0.45,0,0,30.25,7,2.25,1,True
velocity,org.apache.velocity.util.introspection.MethodMap$AmbiguousException,1,4,0,5,2,0,5,0,1,2.0,5,1.0,0,1.0,1.0,0,0,3.0,0,0.0,0,False
velocity,org.apache.velocity.runtime.parser.node.MapGetExecutor,4,2,0,4,18,0,1,3,2,0.5555556,116,0.33333334,0,0.5714286,0.45,0,0,27.25,6,2.0,1,True
velocity,org.apache.velocity.runtime.directive.Foreach$NullHolderContext,6,2,0,5,11,3,1,4,4,0.0,74,1.0,0,0.87096775,0.56666666,1,3,11.0,3,1.1666666,0,False
velocity,org.apache.velocity.runtime.parser.Parser,153,1,0,68,250,8092,49,61,50,0.7434211,8270,0.8076923,10,0.0,0.1455592,0,0,52.882355,12,2.627451,11,True
velocity,org.apache.velocity.runtime.parser.node.ASTprocess,3,2,0,5,6,3,4,3,3,2.0,17,0.0,0,0.9677419,0.53333336,0,0,4.6666665,1,0.33333334,0,False
velocity,org.apache.velocity.runtime.resource.loader.JarResourceLoader,8,2,0,9,39,8,0,9,5,0.5,288,1.0,0,0.6315789,0.375,1,1,34.75,7,2.25,0,False
velocity,org.apache.velocity.runtime.resource.loader.ResourceLoader,13,1,6,17,33,48,12,6,12,0.8472222,255,0.8333333,2,0.0,0.24175824,0,0,18.153847,7,1.4615384,1,True
velocity,org.apache.velocity.util.introspection.SecureUberspector,4,2,0,9,16,2,0,9,4,0.6666667,67,0.0,1,0.72727275,0.4375,1,1,15.5,1,0.75,2,True
velocity,org.apache.velocity.context.InternalContextBase,20,1,1,7,31,110,2,5,19,0.8815789,160,1.0,2,0.0,0.18125,0,0,6.6,2,1.05,1,True
velocity,org.apache.velocity.runtime.resource.loader.FileResourceLoader,9,2,0,9,55,2,0,9,6,0.5833333,476,1.0,0,0.6,0.37777779,2,2,51.555557,9,3.1111112,1,True
velocity,org.apache.velocity.runtime.directive.Include,7,3,0,13,31,9,0,13,5,0.5,298,1.0,0,0.625,0.42857143,0,0,41.285713,1,0.85714287,1,True
velocity,org.apache.velocity.anakia.NodeList$1,0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTIdentifier,5,2,0,17,38,0,4,15,5,0.41666666,310,1.0,1,0.90909094,0.46666667,0,0,60.4,1,0.6,0,False
velocity,org.apache.velocity.runtime.directive.Break,5,2,0,9,8,10,0,9,5,2.0,22,0.0,0,0.6923077,0.44,0,0,3.4,1,0.8,5,True
velocity,org.apache.velocity.runtime.parser.VelocityCharStream,24,1,0,2,36,0,1,1,21,0.5081522,1008,0.6875,0,0.0,0.3125,0,0,40.333332,7,1.5,0,False
velocity,org.apache.velocity.runtime.VelocimacroFactory,15,1,0,18,63,9,1,17,8,0.6031746,830,1.0,3,0.0,0.33333334,0,0,53.733334,12,3.6,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTOrNode,5,2,0,9,10,10,5,6,5,2.0,53,0.0,0,0.90909094,0.4,1,1,9.6,1,0.6,0,False
velocity,org.apache.velocity.runtime.parser.node.ParserVisitor,41,1,0,48,41,820,43,41,41,2.0,41,0.0,0,0.0,0.069767445,0,0,0.0,1,1.0,1,True
velocity,org.apache.velocity.runtime.parser.node.ASTStop,4,2,0,9,8,6,4,7,4,2.0,23,0.0,0,0.9375,0.39285713,0,0,4.75,1,0.5,2,True
velocity,org.apache.velocity.util.introspection.IntrospectorCache,3,1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.8333333,0,0,0.0,1,1.0,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTTrue,6,2,0,6,9,13,4,4,5,0.8,28,1.0,0,0.90909094,0.4,0,0,3.5,1,0.5,0,False
velocity,org.apache.velocity.runtime.parser.node.NodeUtils,5,1,0,6,19,10,2,4,5,2.0,247,0.0,0,0.0,0.3,0,0,48.4,12,4.2,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTWord,3,2,0,5,6,3,4,3,3,2.0,17,0.0,0,0.9677419,0.53333336,0,0,4.6666665,1,0.33333334,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTElseStatement,4,2,0,6,7,6,4,4,4,2.0,20,0.0,0,0.9375,0.41666666,0,0,4.0,1,0.5,0,False
velocity,org.apache.velocity.runtime.resource.ResourceCacheImpl,6,1,0,7,24,0,1,6,6,0.4,91,1.0,1,0.0,0.45833334,0,0,13.833333,2,1.0,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTIncludeStatement,3,2,0,3,6,3,0,3,3,2.0,17,0.0,0,0.9677419,0.53333336,0,0,4.6666665,1,0.33333334,0,False
velocity,org.apache.velocity.runtime.directive.Define$Block,3,1,0,6,18,0,1,6,3,0.33333334,132,1.0,2,0.0,0.5833333,0,0,42.0,2,1.3333334,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTReference,15,2,0,28,83,25,7,23,13,0.7352941,1221,0.9411765,1,0.6976744,0.25185186,1,2,79.26667,18,2.2,12,True
velocity,org.apache.velocity.runtime.parser.node.PutExecutor,3,2,0,5,15,0,1,4,2,0.25,116,1.0,1,0.6666667,0.6111111,0,0,37.0,2,1.0,0,False
velocity,org.apache.velocity.context.InternalContextAdapterImpl,28,1,0,11,54,24,3,8,28,0.67901236,198,0.0,3,0.0,0.17857143,0,0,5.964286,2,1.0357143,1,True
velocity,org.apache.velocity.runtime.log.Log4JLogChute,9,1,1,12,51,0,1,11,6,0.71428573,316,0.5714286,1,0.0,0.37777779,0,0,33.333332,3,1.6666666,2,True
velocity,org.apache.velocity.runtime.RuntimeServices,40,1,0,73,40,780,63,16,40,2.0,40,0.0,0,0.0,0.1875,0,0,0.0,1,1.0,1,True
velocity,org.apache.velocity.util.introspection.ClassMap,6,1,0,7,27,5,4,4,3,1.0769231,151,0.30769232,2,0.0,0.33333334,0,0,22.0,5,2.1666667,3,True
velocity,org.apache.velocity.runtime.parser.node.ASTEscape,5,2,0,6,11,8,4,4,5,0.875,37,0.5,0,0.90909094,0.4,0,0,6.0,1,0.6,1,True
velocity,org.apache.velocity.runtime.parser.node.ASTEQNode,6,2,0,11,24,15,4,9,5,2.0,197,0.0,0,0.88235295,0.33333334,2,2,31.833334,2,0.8333333,0,False
velocity,org.apache.velocity.util.introspection.UberspectImpl$VelMethodImpl,10,1,0,4,25,3,1,3,7,0.6296296,241,0.0,0,0.0,0.2857143,0,0,22.8,7,1.6,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTMap,4,2,0,8,12,6,4,6,4,2.0,67,0.0,0,0.9375,0.41666666,1,1,15.75,1,0.5,0,False
velocity,org.apache.velocity.runtime.parser.ParserTokenManager,89,1,0,5,123,492,1,4,10,0.80815506,13175,0.38235295,1,0.0,0.33901516,0,0,146.65169,209,13.483146,9,True
velocity,org.apache.velocity.runtime.log.Log,25,1,2,80,46,298,76,5,21,0.16666667,198,1.0,1,0.0,0.21333334,0,0,6.88,3,1.04,0,False
velocity,org.apache.velocity.util.introspection.ClassMap$1,0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,False
velocity,org.apache.velocity.runtime.log.CommonsLogLogChute,5,1,0,4,26,0,0,4,5,0.9166667,121,0.33333334,0,0.0,0.48,0,0,22.6,2,1.4,2,True
velocity,org.apache.velocity.runtime.log.JdkLogChute,6,1,0,2,20,3,0,2,5,0.95,110,0.25,0,0.0,0.46666667,0,0,16.666666,3,1.5,0,False
velocity,org.apache.velocity.context.ChainedInternalContextAdapter,28,1,3,8,55,0,3,5,28,0.0,162,1.0,1,0.0,0.17857143,0,0,4.75,1,0.96428573,1,True
velocity,org.apache.velocity.exception.MacroOverflowException,3,5,0,2,6,3,1,1,3,1.5,17,1.0,0,1.0,0.7777778,0,0,4.3333335,0,0.0,0,False
velocity,org.apache.velocity.runtime.visitor.BaseVisitor,44,1,1,44,86,946,1,43,44,1.0,344,1.0,1,0.0,0.06464647,0,0,6.7727275,1,0.97727275,1,True
velocity,org.apache.velocity.util.introspection.LinkingUberspector,6,3,0,7,12,0,1,6,6,0.0,98,1.0,2,0.7368421,0.5277778,0,0,15.0,1,0.8333333,2,True
velocity,org.apache.velocity.exception.MathException,1,5,0,4,2,0,3,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0,False
velocity,org.apache.velocity.runtime.parser.node.GetExecutor,4,2,0,7,17,0,1,6,3,0.16666667,94,1.0,1,0.6666667,0.5,0,0,22.0,1,0.5,0,False
velocity,org.apache.velocity.runtime.resource.util.StringResourceRepositoryImpl,7,1,0,2,14,0,0,2,7,0.41666666,63,1.0,0,0.0,0.85714287,0,0,7.714286,1,0.85714287,0,False
velocity,org.apache.velocity.util.ArrayListWrapper,4,3,0,1,8,0,1,0,4,0.0,31,1.0,0,0.9189189,0.6666667,2,9,6.5,1,0.75,0,False
velocity,org.apache.velocity.runtime.directive.Foreach$1,0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,False
velocity,org.apache.velocity.runtime.directive.Evaluate,5,2,0,14,31,10,0,14,5,2.0,239,0.0,0,0.6923077,0.44,0,0,46.8,1,0.8,4,True
velocity,org.apache.velocity.runtime.parser.Parser$JJCalls,1,1,0,2,2,0,1,1,0,2.0,8,0.0,2,0.0,1.0,0,0,3.0,0,0.0,0,False
velocity,org.apache.velocity.app.event.NullSetEventHandler$ShouldLogOnNullSetExecutor,4,1,0,6,7,0,1,5,3,0.46666667,68,1.0,1,0.0,0.4375,0,0,14.75,3,1.75,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTLENode,5,2,0,11,18,10,4,9,5,2.0,129,0.0,0,0.90909094,0.4,1,1,24.8,1,0.6,1,True
velocity,org.apache.velocity.runtime.RuntimeInstance,62,1,0,42,165,1423,3,39,48,0.8275125,1691,0.6086956,7,0.0,0.13548388,0,0,25.903225,6,1.3225807,8,True
velocity,org.apache.velocity.runtime.parser.Parser$1,0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTElseIfStatement,5,2,0,10,11,10,4,8,5,2.0,32,0.0,0,0.90909094,0.37142858,1,2,5.4,1,0.6,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTAndNode,5,2,0,9,10,10,5,6,5,2.0,53,0.0,0,0.90909094,0.4,1,1,9.6,1,0.6,0,False
velocity,org.apache.velocity.runtime.resource.ContentResource,2,2,0,11,16,1,6,6,2,2.0,87,0.0,0,0.94736844,1.0,1,1,42.5,1,0.5,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTMethod$MethodCacheKey,3,1,0,2,8,0,1,1,3,0.0,117,1.0,0,0.0,0.5,1,1,37.333332,8,3.6666667,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTFloatingPointLiteral,5,2,0,8,12,0,4,6,5,0.25,54,1.0,0,0.90909094,0.43333334,0,0,9.6,1,0.6,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTIntegerLiteral,5,2,0,8,13,0,4,6,5,0.25,62,1.0,0,0.90909094,0.43333334,0,0,11.2,1,0.6,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTParameters,3,2,0,3,6,3,0,3,3,2.0,17,0.0,0,0.9677419,0.53333336,0,0,4.6666665,1,0.33333334,0,False
velocity,org.apache.velocity.runtime.parser.node.SimpleNode,32,1,39,65,56,418,54,14,31,0.9139785,405,0.9166667,7,0.0,0.175,1,1,11.28125,4,1.34375,1,True
velocity,org.apache.velocity.runtime.resource.loader.ResourceLoaderFactory,2,1,0,6,13,1,1,5,2,2.0,53,0.0,0,0.0,0.5,0,0,25.5,1,0.5,1,True
velocity,org.apache.velocity.runtime.VelocimacroFactory$1,0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTExpression,5,2,0,10,11,10,6,6,5,2.0,31,0.0,0,0.90909094,0.4,1,2,5.2,1,0.6,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTMulNode,3,3,0,7,6,3,4,4,3,2.0,16,0.0,0,0.9722222,0.53333336,1,1,4.3333335,1,0.33333334,0,False
velocity,org.apache.velocity.runtime.parser.Parser$LookaheadSuccess,2,3,0,2,3,1,1,1,0,2.0,8,0.0,0,1.0,0.75,0,0,3.0,0,0.0,0,False
velocity,org.apache.velocity.runtime.parser.node.ASTDirective,8,2,0,18,41,0,5,15,8,0.64285713,218,1.0,1,0.8333333,0.28125,1,1,25.75,1,0.75,3,True
velocity,org.apache.velocity.runtime.directive.Directive,10,1,9,26,11,31,19,8,10,0.7777778,54,1.0,1,0.0,0.27142859,0,0,4.0,1,0.9,3,True
velocity,org.apache.velocity.runtime.log.HoldingLogChute,6,1,1,5,17,3,3,2,5,0.4,121,1.0,0,0.0,0.3888889,0,0,18.833334,5,1.8333334,2,True
velocity,org.apache.velocity.app.Velocity,25,1,0,13,59,300,1,12,25,2.0,220,0.0,0,0.0,0.16,0,0,7.8,2,1.0,2,True
velocity,org.apache.velocity.app.VelocityEngine,28,1,0,12,60,0,3,9,28,0.0,278,1.0,1,0.0,0.25,0,0,8.892858,2,0.9285714,2,True
velocity,org.apache.velocity.runtime.parser.TemplateParseException,9,4,0,5,19,8,1,4,8,0.75,263,1.0,0,0.75,0.33333334,1,2,28.0,10,2.0,0,False
velocity,org.apache.velocity.util.introspection.Info,6,1,1,21,8,9,21,1,5,0.6,41,1.0,0,0.0,0.44444445,0,0,5.3333335,1,0.6666667,0,False
velocity,org.apache.velocity.util.introspection.SecureIntrospectorImpl,4,3,0,4,21,4,1,3,3,0.5555556,206,0.33333334,0,0.5,0.45833334,1,1,49.0,21,5.75,0,False
velocity,org.apache.velocity.context.EvaluateContext,11,2,0,7,39,7,1,6,9,0.6666667,245,0.0,1,0.7297297,0.33333334,0,0,21.0,5,1.9090909,2,True
velocity,org.apache.velocity.runtime.parser.node.ASTIfStatement,5,2,0,11,12,10,5,8,5,2.0,62,0.0,0,0.90909094,0.4,1,2,11.4,1,0.6,0,False
velocity,org.apache.velocity.runtime.directive.RuntimeMacro,6,2,0,14,38,1,1,13,5,0.6,297,1.0,1,0.64285713,0.3611111,0,0,47.666668,5,1.6666666,6,True
velocity,org.apache.velocity.runtime.parser.node.ASTAddNode,4,3,0,8,11,6,4,5,3,2.0,46,0.0,0,0.9459459,0.45833334,2,3,10.5,5,1.5,0,False
velocity,org.apache.velocity.util.introspection.IntrospectionUtils,4,1,0,2,12,6,2,0,3,1.0,437,0.0,0,0.0,0.375,0,0,106.25,63,23.0,0,False
velocity,org.apache.velocity.runtime.resource.loader.DataSourceResourceLoader,11,2,0,9,44,27,0,9,6,0.7285714,559,1.0,0,0.54545456,0.2857143,1,1,49.18182,5,1.9090909,0,False
velocity,org.apache.velocity.runtime.resource.loader.JarHolder,6,1,0,5,34,0,1,4,6,0.4,211,1.0,1,0.0,0.5,0,0,33.5,2,1.1666666,0,False
velocity,org.apache.velocity.util.introspection.Introspector,3,2,1,16,13,3,11,5,3,2.0,74,0.0,0,0.6666667,0.44444445,0,0,23.666666,1,0.33333334,0,False
velocity,org.apache.velocity.util.introspection.IntrospectorCacheImpl,4,1,0,4,17,0,1,3,4,0.33333334,120,0.75,1,0.0,0.5833333,0,0,28.0,4,1.5,0,False
