Project,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max.cc.,avg.cc.,bugs,defective
ant,org.apache.tools.ant.taskdefs.optional.javah.Kaffeh,3,1,0,11,28,3,1,10,2,1.5,111,0.0,0,0.0,0.8333333,0,0,35.666668,7,2.6666667,0,False
ant,org.apache.tools.ant.taskdefs.Javadoc$DocletInfo,3,3,0,3,8,0,1,3,3,0.25,32,0.5,1,0.88235295,0.6666667,0,0,9.0,1,0.6666667,0,False
ant,org.apache.tools.ant.taskdefs.Javadoc$ResourceCollectionContainer,4,1,0,2,8,0,1,2,2,0.5,30,0.5,1,0.0,0.375,0,0,6.0,1,0.75,0,False
ant,org.apache.tools.ant.taskdefs.optional.extension.Compatability,2,1,0,0,3,0,0,0,1,0.0,12,1.0,0,0.0,0.75,0,0,4.5,1,0.5,0,False
ant,org.apache.tools.ant.taskdefs.optional.junit.JUnitTask$TestResultHolder,1,1,0,1,2,0,1,1,0,2.0,20,0.0,1,0.0,1.0,0,0,15.0,0,0.0,0,False
ant,org.apache.tools.ant.taskdefs.TempFile,9,3,0,5,18,14,1,4,8,0.8125,90,1.0,1,0.84090906,0.40625,0,0,8.333333,1,0.7777778,1,True
ant,org.apache.tools.ant.taskdefs.optional.clearcase.CCMkattr,22,4,0,8,46,189,0,8,16,0.9194139,333,0.53846157,0,0.6956522,0.39772728,2,3,13.545455,8,1.5454545,0,False
ant,org.apache.tools.ant.taskdefs.LoadProperties,12,3,0,14,58,0,0,14,11,0.6060606,303,1.0,1,0.7708333,0.22619048,2,3,24.0,3,1.25,1,True
ant,org.apache.tools.ant.taskdefs.Parallel$TaskRunnable,4,1,0,2,10,0,1,2,2,0.6666667,67,0.75,2,0.0,0.5,0,0,14.75,4,1.5,0,False
ant,org.apache.tools.ant.taskdefs.optional.extension.resolvers.URLResolver,8,1,0,6,24,0,1,5,6,0.52380955,133,1.0,0,0.0,0.325,0,0,15.25,6,2.0,0,False
ant,org.apache.tools.ant.launch.AntMain,1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,False
ant,org.apache.tools.ant.taskdefs.Rename,6,3,0,5,21,3,0,5,5,0.75,104,1.0,1,0.902439,0.53333336,1,1,15.666667,1,0.6666667,0,False
ant,org.apache.tools.ant.taskdefs.LogOutputStream,6,3,2,20,13,7,17,3,3,0.4,56,1.0,1,0.73333335,0.43333334,1,4,8.0,1,0.6666667,0,False
ant,org.apache.tools.ant.taskdefs.optional.vss.MSVSSHISTORY$BriefCodediffNofile,2,2,0,2,3,1,1,1,2,2.0,24,0.0,0,0.8888889,1.0,1,1,11.0,1,0.5,0,False
ant,org.apache.tools.ant.taskdefs.optional.clearcase.CCMkdir,11,4,0,7,33,37,0,7,8,0.9,178,0.42857143,0,0.82758623,0.38636363,2,3,14.545455,4,1.3636364,0,False
ant,org.apache.tools.ant.taskdefs.VerifyJar,4,4,0,9,36,0,0,9,3,0.8666667,179,0.6,1,0.95238096,0.5,0,0,42.5,6,2.0,1,True
ant,org.apache.tools.ant.taskdefs.optional.vss.MSVSSADD,8,4,0,6,26,22,0,6,6,0.5714286,95,1.0,0,0.9285714,0.40625,1,1,10.75,2,1.0,0,False
ant,org.apache.tools.ant.taskdefs.MacroDef$Text,11,1,0,3,21,29,2,2,11,0.8,114,1.0,0,0.0,0.36363637,1,1,9.0,8,1.6363636,0,False
ant,org.apache.tools.ant.types.Commandline$Argument,7,2,1,86,14,0,82,5,7,0.16666667,70,1.0,0,0.6,0.34285715,0,0,8.857142,2,1.0,0,False
ant,org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper,13,3,4,12,42,54,5,7,8,0.7916667,233,1.0,1,0.71428573,0.26153848,1,3,16.615385,6,2.0,1,True
ant,org.apache.tools.ant.taskdefs.optional.perforce.P4Change,5,4,0,6,17,6,2,6,5,0.75,94,1.0,0,0.92727274,0.6,2,2,17.4,3,1.2,0,False
ant,org.apache.tools.ant.taskdefs.optional.dotnet.JSharp,9,6,0,5,17,26,0,5,6,0.8333333,71,0.0,0,0.9493671,0.33333334,1,4,6.5555553,3,1.1111112,0,False
ant,org.apache.tools.ant.taskdefs.GZip,3,4,0,5,20,3,0,5,1,1.0,71,0.0,0,0.96153843,1.0,2,4,22.333334,3,1.6666666,0,False
ant,org.apache.tools.ant.taskdefs.Definer,25,5,1,14,91,196,3,13,16,0.8782051,800,1.0,1,0.7012987,0.21875,0,0,30.48,6,1.68,1,True
ant,org.apache.tools.ant.taskdefs.Replace$NestedString,3,1,0,2,7,0,2,1,3,0.5,26,0.5,1,0.0,0.5555556,0,0,7.0,1,0.6666667,0,False
ant,org.apache.tools.ant.taskdefs.Zip$Duplicate,2,2,0,2,3,1,1,1,2,2.0,20,0.0,0,0.8888889,1.0,1,1,9.0,1,0.5,0,False
ant,org.apache.tools.ant.util.depend.bcel.FullAnalyzer,3,2,0,6,32,3,0,6,1,2.0,185,0.0,0,0.88235295,0.6666667,1,2,60.666668,12,4.3333335,0,False
ant,org.apache.tools.ant.filters.TokenFilter,19,4,0,19,41,23,5,17,19,0.6888889,319,1.0,1,0.60465115,0.11929824,2,4,15.526316,6,1.2105263,0,False
ant,org.apache.tools.ant.taskdefs.optional.ANTLR,25,3,0,18,91,218,0,18,18,0.88988096,671,1.0,2,0.6166667,0.325,1,1,25.28,10,1.56,0,False
ant,org.apache.tools.ant.util.ReaderInputStream,9,2,1,2,23,0,2,0,9,0.5,246,1.0,0,0.5625,0.33333334,1,2,25.88889,1,0.7777778,0,False
ant,org.apache.tools.ant.taskdefs.Execute$VmsCommandLauncher,5,3,0,5,26,10,2,5,3,2.0,167,0.0,0,0.42857143,0.52,1,1,32.4,1,0.8,0,False
ant,org.apache.tools.ant.types.Substitution,4,3,0,5,7,0,3,2,4,0.8333333,33,0.5,0,0.90909094,0.5833333,0,0,6.75,2,1.0,1,True
ant,org.apache.tools.ant.types.resources.ImmutableResourceException,2,4,0,2,4,1,2,0,2,2.0,9,0.0,0,1.0,0.75,0,0,3.5,0,0.0,0,False
ant,org.apache.tools.ant.util.GlobPatternMapper,8,1,2,5,22,6,4,1,6,0.6785714,185,1.0,0,0.0,0.625,0,0,21.125,4,1.875,3,True
ant,org.apache.tools.ant.taskdefs.Javadoc$SourceFile,4,1,0,1,5,0,1,0,4,0.33333334,21,1.0,0,0.0,0.75,0,0,4.0,1,0.5,0,False
ant,org.apache.tools.ant.taskdefs.PathConvert$TargetOs,2,2,0,2,3,1,1,1,2,2.0,28,0.0,0,0.8888889,1.0,1,1,13.0,1,0.5,0,False
ant,org.apache.tools.ant.taskdefs.Redirector$PropertyOutputStream,2,3,0,1,6,0,1,1,1,0.0,38,0.6666667,1,0.9375,0.6666667,0,0,16.5,1,0.5,0,False
ant,org.apache.tools.ant.taskdefs.Untar$UntarCompressionMethod,3,2,0,4,14,3,1,3,3,1.5,86,1.0,0,0.8,0.5555556,1,1,26.666666,1,0.6666667,0,False
ant,org.apache.tools.ant.taskdefs.optional.dotnet.ImportTypelib,11,3,0,4,29,17,0,4,8,0.7714286,224,1.0,1,0.8043478,0.4,1,1,18.727272,3,1.0,0,False
ant,org.apache.tools.ant.filters.TokenFilter$ContainsString,3,2,0,4,6,1,1,3,3,0.5,29,1.0,0,0.8181818,0.8333333,0,0,8.333333,3,1.3333334,0,False
ant,org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool,11,2,1,8,27,21,2,7,9,0.73333335,94,1.0,1,0.6086956,0.4,2,3,7.2727275,1,0.8181818,0,False
ant,org.apache.tools.ant.IntrospectionHelper$AddNestedCreator,5,2,0,4,11,4,1,4,0,0.95,84,0.4,1,0.6,0.37142858,0,0,14.8,1,0.8,0,False
ant,org.apache.tools.ant.taskdefs.optional.junit.Enumerations,3,1,0,3,6,3,1,2,2,2.0,16,0.0,0,0.0,0.33333334,0,0,4.3333335,1,0.6666667,0,False
ant,org.apache.tools.ant.taskdefs.War,11,6,0,6,34,39,0,6,7,0.9,195,1.0,1,0.9447853,0.3,4,10,16.181818,5,1.2727273,2,True
ant,org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase,8,3,0,5,25,16,1,5,7,0.7619048,152,1.0,0,0.84090906,0.75,0,0,17.625,3,1.375,0,False
ant,org.apache.tools.ant.types.resources.selectors.And,3,4,0,4,9,3,1,3,3,2.0,27,0.0,0,0.9722222,0.5555556,0,0,8.0,3,1.0,0,False
ant,org.apache.tools.ant.taskdefs.ExecuteWatchdog,9,1,0,17,23,0,14,3,8,0.5,141,1.0,1,0.0,0.2888889,0,0,14.111111,4,1.3333334,0,False
ant,org.apache.tools.ant.taskdefs.optional.ejb.EjbJar$DTDLocation,1,3,0,6,2,0,5,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0,False
ant,org.apache.tools.ant.taskdefs.condition.AntVersion,8,1,0,4,22,0,0,4,6,0.42857143,169,1.0,0,0.0,0.625,0,0,19.875,7,1.625,0,False
ant,org.apache.tools.ant.types.CommandlineJava$SysProperties,10,2,0,8,44,9,4,4,9,0.5,258,0.5,0,0.25,0.325,1,2,24.6,4,1.3,0,False
ant,org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool,4,1,0,5,4,6,2,3,4,2.0,4,0.0,0,0.0,0.4,0,0,0.0,1,1.0,0,False
ant,org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPoolEntry,7,1,7,14,24,11,10,12,7,1.0833334,124,0.21428572,0,0.0,0.35714287,0,0,14.714286,1,0.85714287,0,False
ant,org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,6,3,0,5,22,7,1,4,4,0.8666667,98,1.0,0,0.92537314,0.45833334,2,4,14.833333,2,1.1666666,0,False
ant,org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher,9,1,1,4,19,30,1,3,7,0.5,130,1.0,0,0.0,0.6666667,0,0,13.333333,4,1.2222222,0,False
ant,org.apache.tools.ant.taskdefs.DependSet$Newest,2,6,0,4,4,1,1,4,0,2.0,12,0.0,0,1.0,0.8333333,0,0,5.0,0,0.0,0,False
ant,org.apache.tools.ant.taskdefs.condition.ResourcesMatch,4,1,0,6,18,0,0,6,4,0.33333334,100,1.0,1,0.0,0.5,0,0,23.5,3,1.25,0,False
ant,org.apache.tools.ant.types.resources.comparators.ResourceComparator,5,3,9,18,12,10,16,2,4,2.0,62,0.0,0,0.88235295,0.53333336,1,1,11.4,5,2.0,0,False
ant,org.apache.tools.ant.util.ReflectUtil,6,1,0,4,15,15,3,1,5,2.0,125,0.0,0,0.0,0.4,0,0,19.833334,1,0.8333333,1,True
ant,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc$Classname,7,1,0,2,17,5,2,0,7,0.6666667,83,1.0,0,0.0,0.42857143,0,0,10.428572,1,0.85714287,0,False
ant,org.apache.tools.ant.taskdefs.XSLTProcess$Param,9,1,0,4,12,18,2,2,9,0.825,89,1.0,1,0.0,0.5185185,0,0,8.333333,5,1.3333334,0,False
ant,org.apache.tools.ant.taskdefs.Chmod,18,5,0,11,60,39,0,11,16,0.60784316,305,1.0,1,0.86290324,0.2685185,4,7,15.777778,4,1.2222222,1,True
ant,org.apache.tools.ant.taskdefs.optional.extension.ExtraAttribute,6,1,0,2,11,3,1,1,4,0.6,53,1.0,0,0.0,0.6666667,0,0,7.5,1,0.8333333,0,False
ant,org.apache.tools.ant.ProjectComponent,10,1,28,67,14,35,66,2,10,0.7407407,75,1.0,2,0.0,0.32,0,0,6.2,3,1.1,0,False
ant,org.apache.tools.ant.filters.TokenFilter$1,2,4,0,2,5,0,1,2,1,0.0,27,0.0,1,0.962963,0.6666667,2,4,12.0,1,0.5,0,False
ant,org.apache.tools.ant.taskdefs.GenerateKey$DnameParam,5,1,0,1,6,6,1,0,5,0.75,24,1.0,0,0.0,0.7,0,0,3.4,1,0.8,0,False
ant,org.apache.tools.ant.types.selectors.DateSelector,14,5,0,12,41,29,6,6,13,0.87573963,377,0.53846157,2,0.76,0.1965812,1,4,25.0,9,2.2857144,0,False
ant,org.apache.tools.ant.taskdefs.ExecuteOn$FileDirBoth,2,2,0,2,3,1,1,1,2,2.0,22,0.0,0,0.8888889,1.0,1,1,9.0,1,0.5,0,False
ant,org.apache.tools.ant.types.selectors.ContainsRegexpSelector,7,5,0,15,32,1,6,9,7,0.625,209,0.75,2,0.8636364,0.34285715,1,4,28.285715,9,2.5714285,0,False
ant,org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer,14,1,0,16,86,41,3,14,8,0.89102566,451,0.8333333,2,0.0,0.24358974,0,0,30.357143,3,1.0,0,False
ant,org.apache.tools.ant.taskdefs.Move,9,4,0,10,64,22,1,9,1,2.0,791,0.0,0,0.90909094,0.7037037,4,9,86.888885,23,4.888889,1,True
ant,org.apache.tools.ant.taskdefs.Sync,18,3,0,12,80,61,1,12,12,0.64705884,549,1.0,2,0.6851852,0.18181819,0,0,29.38889,8,1.9444444,4,True
ant,org.apache.tools.ant.DirectoryScanner,63,1,2,61,144,1603,51,10,31,0.87428844,2303,1.0,2,0.0,0.21370968,0,0,35.015873,35,3.2380953,3,True
ant,org.apache.tools.ant.types.TarScanner,2,3,0,7,17,1,1,6,1,2.0,108,0.0,0,0.98717946,0.625,1,3,53.0,8,4.0,0,False
ant,org.apache.tools.ant.types.spi.Service,7,2,0,5,27,0,1,4,7,0.5,115,1.0,0,0.6,0.47619048,0,0,15.142858,4,1.2857143,0,False
ant,org.apache.tools.ant.filters.HeadFilter,10,5,0,5,25,0,1,4,6,0.7037037,251,1.0,1,0.7777778,0.375,2,4,23.2,5,1.6,0,False
ant,org.apache.tools.ant.taskdefs.ImportTask,5,3,0,7,31,4,0,7,4,0.75,178,1.0,1,0.925,0.5,2,2,34.0,11,2.6,0,False
ant,org.apache.tools.ant.taskdefs.Touch$DateFormatFactory,2,1,0,3,2,1,3,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,False
ant,org.apache.tools.ant.types.resources.Difference,3,4,0,3,20,3,0,3,1,2.0,82,0.0,0,0.95652175,0.5,1,1,26.333334,6,2.3333333,0,False
ant,org.apache.tools.ant.types.resources.TarResource,11,5,0,8,49,21,2,6,9,0.55,265,1.0,0,0.8961039,0.36363637,2,4,22.727272,7,1.7272727,0,False
ant,org.apache.tools.ant.taskdefs.Replace$FileInput,5,1,0,2,17,0,1,2,0,0.75,88,0.8,1,0.0,0.46666667,0,0,15.6,1,0.8,0,False
ant,org.apache.tools.ant.taskdefs.optional.javacc.JavaCC,34,3,0,12,86,0,2,10,27,0.9985218,822,1.0,1,0.5362319,0.30808082,1,1,21.970589,4,1.5588236,0,False
ant,org.apache.tools.ant.taskdefs.Redirector,42,1,0,24,109,653,6,19,30,0.8998258,1212,1.0,3,0.0,0.14634146,0,0,27.190475,40,2.2619047,2,True
ant,org.apache.tools.ant.taskdefs.MacroDef$TemplateElement,11,1,0,3,22,9,2,2,11,0.7,133,1.0,0,0.0,0.36363637,1,1,10.727273,9,1.9090909,0,False
